case_id,zone_mechanical_state,structural_trajectory,trajectory_confidence,coh_label,pred_label,b12v2_outcome,correct,visit_count,breakdown_visit_count,damage_visit_count,growth_visit_count,health_last_visit,health_slope,omega_total,omega_max,visit_N_result,visit_N_omega,visit_N_health
CASE_01196,EXHAUSTED_ZONE,DEGRADING,MEDIUM,MODERATE,FAIL,FAIL,True,2,0,2,0,16.134294,-3.042399,5596.68418,3436.069061,BREAKDOWN,3891.283396,13.205143
CASE_01219,FATIGUE_ZONE,STRENGTHENING,HIGH,STRONG,HOLD,HOLD,True,3,0,0,3,70.012113,5.906056,5346.45728,1963.740496,GROWTH,1716.083619,79.0
CASE_01240,FATIGUE_ZONE,STRENGTHENING,HIGH,STRONG,HOLD,HOLD,True,3,0,0,3,77.09901,4.472897,10577.544621,4179.897339,GROWTH,1506.572347,79.0
CASE_01243,EXHAUSTED_ZONE,TERMINAL,HIGH,STRONG,FAIL,FAIL,True,5,2,2,0,16.15266,-0.727261,18998.447951,5019.944362,BREAKDOWN,2912.815638,17.220224
CASE_01251,EXHAUSTED_ZONE,TERMINAL,HIGH,STRONG,FAIL,FAIL,True,5,3,2,0,13.601582,-1.354644,12055.600192,2854.496522,BREAKDOWN,2069.62695,14.479004
CASE_01261,EXHAUSTED_ZONE,DEGRADING,MEDIUM,MODERATE,FAIL,FAIL,True,2,0,1,0,17.436853,-3.287167,3308.740357,2854.566114,BREAKDOWN,2989.647495,14.300907
CASE_01280,RECOVERED_ZONE,STRENGTHENING,HIGH,STRONG,HOLD,HOLD,True,3,0,0,3,105.635514,9.42056,13624.155534,5569.313387,GROWTH,6135.418414,106.342418
CASE_01281,EXHAUSTED_ZONE,DEGRADING,HIGH,STRONG,FAIL,HOLD,False,3,0,2,0,15.144423,-3.064926,10035.369166,5087.627815,RECLAIM,5411.926942,20.111384
CASE_01297,EXHAUSTED_ZONE,TERMINAL,HIGH,STRONG,FAIL,FAIL,True,5,2,2,0,13.010127,-1.819788,24852.321107,6191.169864,BREAKDOWN,7018.860771,15.122722
CASE_01298,FATIGUE_ZONE,STRENGTHENING,HIGH,STRONG,HOLD,HOLD,True,6,0,0,6,75.859813,3.324033,15996.535622,3633.219902,GROWTH,2066.964347,79.0
CASE_01299,FATIGUE_ZONE,STRENGTHENING,HIGH,STRONG,HOLD,HOLD,True,6,0,0,6,76.386139,3.432801,15303.257421,3698.107879,GROWTH,850.743136,79.0
CASE_01306,EXHAUSTED_ZONE,TERMINAL,HIGH,STRONG,FAIL,FAIL,True,5,2,3,0,19.144363,-0.500486,19202.233959,5153.487497,BREAKDOWN,3765.255499,14.202047
CASE_01307,FATIGUE_ZONE,STRENGTHENING,HIGH,STRONG,HOLD,HOLD,True,4,0,0,4,73.119263,5.761992,8323.626103,2650.560878,GROWTH,2353.013523,79.0
CASE_01308,FATIGUE_ZONE,STRENGTHENING,HIGH,STRONG,HOLD,HOLD,True,3,0,0,3,69.367535,4.098053,6937.551515,2641.335193,GROWTH,2604.892606,78.807592
CASE_01316,FATIGUE_ZONE,STRENGTHENING,HIGH,STRONG,HOLD,HOLD,True,6,0,0,6,77.117647,3.340348,14151.381021,2861.333345,GROWTH,2065.11748,79.0
CASE_01317,FATIGUE_ZONE,STRENGTHENING,HIGH,STRONG,HOLD,HOLD,True,7,0,0,7,75.235294,2.886382,14269.59703,2814.067286,GROWTH,3176.246941,79.0
CASE_01346,EXHAUSTED_ZONE,TERMINAL,HIGH,STRONG,FAIL,FAIL,True,3,1,2,0,18.133603,-1.056094,12372.665258,4658.806326,BREAKDOWN,4182.21165,17.922813
CASE_01402,EXHAUSTED_ZONE,TERMINAL,HIGH,STRONG,FAIL,FAIL,True,5,4,1,0,13.901196,-1.472164,14367.45693,4773.957849,BREAKDOWN,3606.202127,14.994679
CASE_01409,RECOVERED_ZONE,STRENGTHENING,HIGH,STRONG,HOLD,HOLD,True,4,0,0,4,105.235294,5.970059,38458.882917,13635.717933,GROWTH,15191.615576,108.328354
CASE_01438,FATIGUE_ZONE,STRENGTHENING,MEDIUM,MODERATE,HOLD,HOLD,True,2,0,0,2,63.649989,5.120577,6262.975363,3728.411829,GROWTH,3680.79848,79.0
CASE_01455,FATIGUE_ZONE,STRENGTHENING,HIGH,STRONG,HOLD,HOLD,True,3,0,0,3,75.910891,5.940594,13326.476762,5902.993154,GROWTH,3178.880019,79.0
CASE_01457,FATIGUE_ZONE,STRENGTHENING,MEDIUM,MODERATE,HOLD,HOLD,True,2,0,0,2,72.769231,4.157856,6763.357974,3445.277352,GROWTH,3594.671432,79.0
CASE_01467,EXHAUSTED_ZONE,DEGRADING,MEDIUM,MODERATE,FAIL,FAIL,True,2,0,2,0,15.366075,-1.65528,10046.363101,5734.985361,BREAKDOWN,5830.354439,13.620858
CASE_01470,EXHAUSTED_ZONE,TERMINAL,MEDIUM,MODERATE,FAIL,FAIL,True,2,1,1,0,12.780009,-6.779689,8992.260048,5609.388198,BREAKDOWN,3675.085588,17.507382
CASE_01477,ELASTIC_ZONE,STRENGTHENING,HIGH,STRONG,HOLD,HOLD,True,3,0,0,3,73.174757,7.68932,10442.120001,3793.534591,GROWTH,3130.840576,79.0
CASE_01488,EXHAUSTED_ZONE,DEGRADING,MEDIUM,MODERATE,FAIL,FAIL,True,2,0,2,0,14.409678,-1.761804,7692.191746,4027.641867,BREAKDOWN,4810.411967,13.428931
CASE_01503,EXHAUSTED_ZONE,TERMINAL,HIGH,STRONG,FAIL,FAIL,True,5,1,3,0,17.379836,-0.799698,14853.787998,4714.013002,BREAKDOWN,4959.66157,17.767611
CASE_01510,FATIGUE_ZONE,STRENGTHENING,HIGH,STRONG,HOLD,HOLD,True,4,0,0,4,73.657328,2.68923,17657.935956,4578.911453,GROWTH,2025.820683,79.0
CASE_01517,EXHAUSTED_ZONE,TERMINAL,HIGH,STRONG,FAIL,FAIL,True,6,3,2,0,14.130778,-1.211944,16886.181811,4131.768513,BREAKDOWN,3669.898498,16.747324
CASE_01519,FATIGUE_ZONE,STRENGTHENING,HIGH,STRONG,HOLD,HOLD,True,3,0,0,3,75.435644,4.752475,5599.910361,2708.212003,GROWTH,2104.391377,79.0
CASE_01520,EXHAUSTED_ZONE,TERMINAL,HIGH,STRONG,FAIL,FAIL,True,5,1,3,0,16.388382,-1.398117,22670.787831,4965.14723,BREAKDOWN,3565.544764,19.280637
CASE_01533,EXHAUSTED_ZONE,TERMINAL,HIGH,STRONG,FAIL,FAIL,True,3,1,2,0,18.376171,0.207684,12094.699501,4286.262883,BREAKDOWN,4323.776351,19.570165
CASE_01544,RECOVERED_ZONE,STRENGTHENING,HIGH,STRONG,HOLD,HOLD,True,4,0,0,4,103.994517,2.320126,31463.777425,9608.013877,GROWTH,9773.62968,108.38924
CASE_01551,RECOVERED_ZONE,STRENGTHENING,HIGH,STRONG,HOLD,HOLD,True,6,0,0,6,103.603789,3.170216,33549.794545,8662.094029,GROWTH,10111.57974,109.0
CASE_01562,ELASTIC_ZONE,STRENGTHENING,HIGH,STRONG,HOLD,HOLD,True,5,0,0,5,72.580165,4.567778,8778.859881,2340.24449,GROWTH,2821.440909,74.346675
CASE_01582,RECOVERED_ZONE,STRENGTHENING,HIGH,STRONG,HOLD,HOLD,True,4,0,0,4,105.150943,5.015851,18883.626688,6718.47581,GROWTH,4484.655356,104.699717
CASE_01585,FATIGUE_ZONE,STRENGTHENING,HIGH,STRONG,HOLD,HOLD,True,4,0,0,4,71.158416,5.273401,6792.823397,2385.654255,GROWTH,2899.397748,76.624825
CASE_01590,RECOVERED_ZONE,STRENGTHENING,HIGH,STRONG,HOLD,HOLD,True,5,0,0,5,106.359155,3.512831,30402.524444,8542.939799,GROWTH,4356.684523,109.0
CASE_01600,EXHAUSTED_ZONE,TERMINAL,HIGH,STRONG,FAIL,FAIL,True,4,1,3,0,19.352239,-0.02102,12035.957222,3564.89817,BREAKDOWN,2265.105899,19.764026
CASE_01641,EXHAUSTED_ZONE,TERMINAL,HIGH,STRONG,FAIL,FAIL,True,5,1,3,0,14.148891,-1.209357,21667.091131,6004.324607,BREAKDOWN,6755.24419,15.725227
CASE_01643,EXHAUSTED_ZONE,DEGRADING,HIGH,STRONG,FAIL,FAIL,True,5,0,5,0,15.211574,-1.069566,23513.190812,5631.756449,BREAKDOWN,2829.897097,17.424469
CASE_01646,EXHAUSTED_ZONE,TERMINAL,HIGH,STRONG,FAIL,FAIL,True,5,3,2,0,14.180745,-1.447203,16383.513405,4185.965069,BREAKDOWN,4858.111027,12.012513
CASE_01661,RECOVERED_ZONE,STRENGTHENING,HIGH,STRONG,HOLD,HOLD,True,5,0,0,5,104.764706,4.171612,25475.822084,6018.773848,GROWTH,4266.929221,109.0
CASE_01666,EXHAUSTED_ZONE,TERMINAL,HIGH,STRONG,FAIL,FAIL,True,6,3,2,0,16.602206,-0.640721,15954.043196,3832.551316,BREAKDOWN,3484.921234,13.412154
CASE_01669,EXHAUSTED_ZONE,DEGRADING,HIGH,STRONG,FAIL,FAIL,True,5,0,3,0,16.783627,-0.996061,12756.890098,3297.62778,BREAKDOWN,3588.15318,12.047209
CASE_01670,EXHAUSTED_ZONE,TERMINAL,HIGH,STRONG,FAIL,FAIL,True,5,1,4,0,11.4704,-2.017406,13885.283561,3202.908792,BREAKDOWN,2053.296825,15.197091
CASE_01672,EXHAUSTED_ZONE,TERMINAL,HIGH,STRONG,FAIL,FAIL,True,5,2,3,0,12.18852,-1.818121,14063.756536,3376.753517,BREAKDOWN,2966.547181,12.063293
CASE_01690,EXHAUSTED_ZONE,TERMINAL,HIGH,STRONG,FAIL,FAIL,True,6,3,2,0,19.556008,-0.713743,18956.226515,4643.99305,BREAKDOWN,1901.322213,11.464561
CASE_01695,RECOVERED_ZONE,STRENGTHENING,HIGH,STRONG,HOLD,HOLD,True,4,0,0,4,104.100479,4.332085,14963.525111,4859.473341,GROWTH,3808.823663,104.88039
CASE_01696,FATIGUE_ZONE,STRENGTHENING,HIGH,STRONG,HOLD,HOLD,True,5,0,0,5,75.85199,3.75098,6587.404554,1438.711642,GROWTH,1406.763948,79.0
CASE_01697,EXHAUSTED_ZONE,TERMINAL,HIGH,STRONG,FAIL,FAIL,True,7,2,4,0,18.688389,-0.733746,18501.487588,3285.759125,BREAKDOWN,195.084974,18.05379
CASE_01701,FATIGUE_ZONE,STRENGTHENING,HIGH,STRONG,HOLD,HOLD,True,4,0,0,4,73.29703,5.20396,8156.884237,2395.862938,GROWTH,2403.712259,77.940195
CASE_01725,EXHAUSTED_ZONE,TERMINAL,MEDIUM,MODERATE,FAIL,FAIL,True,2,1,1,0,12.226228,-4.680051,16550.996234,8731.32136,BREAKDOWN,8535.590308,17.386885
CASE_01787,RECOVERED_ZONE,STRENGTHENING,HIGH,STRONG,HOLD,HOLD,True,4,0,0,4,101.786182,4.173718,19489.10029,5755.126336,GROWTH,4506.401757,109.0
CASE_01803,EXHAUSTED_ZONE,DEGRADING,HIGH,STRONG,FAIL,FAIL,True,3,0,2,0,15.954224,-2.291878,9833.987302,4293.677635,BREAKDOWN,2744.044302,18.008884
CASE_01804,EXHAUSTED_ZONE,TERMINAL,HIGH,STRONG,FAIL,FAIL,True,6,2,2,0,17.698474,-0.577123,16048.814338,3800.875527,BREAKDOWN,2404.370422,15.353982
CASE_01805,EXHAUSTED_ZONE,TERMINAL,HIGH,STRONG,FAIL,FAIL,True,4,2,1,0,15.961578,-1.351706,13001.90167,3685.190957,BREAKDOWN,4471.219204,7.205063
CASE_01806,EXHAUSTED_ZONE,TERMINAL,HIGH,STRONG,FAIL,FAIL,True,3,2,1,0,16.105293,-1.214076,11119.844681,3779.105188,BREAKDOWN,4585.16477,12.266368
CASE_01807,EXHAUSTED_ZONE,TERMINAL,HIGH,STRONG,FAIL,FAIL,True,5,2,1,0,13.469695,-1.440441,17338.626695,3826.862024,BREAKDOWN,2101.742859,5.771589
CASE_01808,ELASTIC_ZONE,STRENGTHENING,HIGH,STRONG,HOLD,HOLD,True,5,0,0,5,118.308475,4.596362,14331.409579,3156.947267,GROWTH,1733.820406,122.0
CASE_01818,EXHAUSTED_ZONE,DEGRADING,HIGH,STRONG,FAIL,FAIL,True,4,0,2,0,18.778246,-0.598696,13341.319023,4384.750343,BREAKDOWN,4460.082725,18.772572
CASE_01819,ELASTIC_ZONE,STRENGTHENING,HIGH,STRONG,HOLD,HOLD,True,5,0,0,5,118.4,4.133982,34437.72001,8225.766334,GROWTH,6333.832482,121.670888
CASE_01823,FATIGUE_ZONE,STRENGTHENING,HIGH,STRONG,HOLD,HOLD,True,4,0,0,4,74.330248,3.663295,7893.018084,2794.38446,GROWTH,1210.611799,79.0
CASE_01828,FATIGUE_ZONE,STRENGTHENING,HIGH,STRONG,HOLD,HOLD,True,5,0,0,5,75.271845,3.797912,18866.181377,4231.734856,GROWTH,3642.160877,79.0
CASE_01836,EXHAUSTED_ZONE,TERMINAL,HIGH,STRONG,FAIL,FAIL,True,4,2,2,0,14.140591,-1.572478,17134.654675,4771.51639,BREAKDOWN,4143.590015,17.900073
CASE_01856,EXHAUSTED_ZONE,TERMINAL,HIGH,STRONG,FAIL,FAIL,True,4,2,1,0,14.588416,-2.155682,16469.907334,5145.097377,BREAKDOWN,5993.931123,11.923019
CASE_01858,FATIGUE_ZONE,STRENGTHENING,HIGH,STRONG,HOLD,HOLD,True,6,0,0,6,70.294118,2.204491,11651.700927,2284.659031,GROWTH,2336.590815,79.0
CASE_01869,RECOVERED_ZONE,STRENGTHENING,HIGH,STRONG,HOLD,HOLD,True,6,0,0,6,103.0,2.624176,19604.659834,4650.516498,GROWTH,3760.53818,109.0
CASE_01887,RECOVERED_ZONE,STRENGTHENING,HIGH,STRONG,HOLD,HOLD,True,5,0,0,5,108.457143,4.16,23610.371921,7079.602157,GROWTH,7201.580311,116.0
CASE_01889,FATIGUE_ZONE,STRENGTHENING,HIGH,STRONG,HOLD,HOLD,True,4,0,0,4,68.034483,4.137931,10591.416466,3486.73584,GROWTH,4789.072979,79.0
CASE_01904,ELASTIC_ZONE,STRENGTHENING,HIGH,STRONG,HOLD,HOLD,True,5,0,0,5,76.714286,4.754286,13396.24184,3618.769252,GROWTH,3223.884591,78.652458
CASE_01906,EXHAUSTED_ZONE,TERMINAL,HIGH,STRONG,FAIL,FAIL,True,6,4,2,0,14.13468,-0.922995,17400.96227,4343.823404,BREAKDOWN,4186.691126,12.291289
CASE_01907,EXHAUSTED_ZONE,TERMINAL,HIGH,STRONG,FAIL,FAIL,True,7,3,3,0,14.697873,-0.734992,23349.750405,4366.650008,BREAKDOWN,4618.677108,2.8
CASE_01908,RECOVERED_ZONE,STRENGTHENING,HIGH,STRONG,HOLD,HOLD,True,6,0,0,6,103.29703,3.241863,26427.380068,5047.600554,GROWTH,5769.441606,107.460423
CASE_01914,RECOVERED_ZONE,STRENGTHENING,HIGH,STRONG,HOLD,HOLD,True,4,0,0,4,105.673267,5.620177,19553.239112,5810.104182,GROWTH,8139.074038,108.720509
CASE_01923,ELASTIC_ZONE,STRENGTHENING,HIGH,STRONG,HOLD,HOLD,True,3,0,0,3,76.411765,6.235294,8969.829491,3353.700968,GROWTH,966.636911,79.0
CASE_01941,FATIGUE_ZONE,STRENGTHENING,HIGH,STRONG,HOLD,HOLD,True,3,0,0,3,76.203883,4.893203,4413.179843,1488.223785,GROWTH,788.274911,79.0
CASE_01949,EXHAUSTED_ZONE,TERMINAL,HIGH,STRONG,FAIL,FAIL,True,5,3,2,0,19.672213,-0.037321,15106.878557,3590.139753,BREAKDOWN,2964.338992,17.767525
CASE_01950,EXHAUSTED_ZONE,DEGRADING,HIGH,STRONG,FAIL,FAIL,True,5,0,3,0,18.36977,-0.545444,13627.782156,3235.061908,BREAKDOWN,3213.539832,19.723403
CASE_01958,FATIGUE_ZONE,STRENGTHENING,HIGH,STRONG,HOLD,HOLD,True,4,0,0,4,70.207921,3.611192,17689.605168,5156.815052,GROWTH,5187.014021,79.0
CASE_01968,EXHAUSTED_ZONE,DEGRADING,HIGH,STRONG,FAIL,FAIL,True,3,0,2,0,16.765052,-0.850479,11131.283276,5174.102597,BREAKDOWN,4795.266097,17.379383
CASE_01970,FATIGUE_ZONE,STRENGTHENING,HIGH,STRONG,HOLD,HOLD,True,3,0,0,3,60.947833,2.513048,7018.348898,3157.360055,GROWTH,3270.801226,79.0
CASE_01974,EXHAUSTED_ZONE,DEGRADING,HIGH,STRONG,FAIL,FAIL,True,3,0,3,0,18.110591,-1.052917,14923.240521,6365.707529,BREAKDOWN,4131.176188,18.565155
CASE_02017,EXHAUSTED_ZONE,TERMINAL,HIGH,STRONG,FAIL,FAIL,True,4,2,1,0,11.093183,-2.491917,18730.73665,5038.575037,BREAKDOWN,3054.771929,15.065052
CASE_02019,EXHAUSTED_ZONE,DEGRADING,HIGH,STRONG,FAIL,FAIL,True,3,0,3,0,15.694007,-2.262926,12421.402416,4263.87516,BREAKDOWN,4952.647951,12.456486
CASE_02021,RECOVERED_ZONE,STRENGTHENING,HIGH,STRONG,HOLD,HOLD,True,4,0,0,4,103.700219,5.581164,22052.268694,7418.375435,GROWTH,5767.56905,106.964906
CASE_02023,EXHAUSTED_ZONE,TERMINAL,HIGH,STRONG,FAIL,FAIL,True,4,2,2,0,17.35846,-1.013902,15300.180473,4353.90057,BREAKDOWN,3202.736641,15.810669
CASE_02031,FATIGUE_ZONE,STRENGTHENING,HIGH,STRONG,HOLD,HOLD,True,8,0,0,8,75.470588,2.724684,13869.119115,2202.095289,GROWTH,937.354245,79.0
CASE_02032,RECOVERED_ZONE,STRENGTHENING,HIGH,STRONG,HOLD,HOLD,True,6,0,0,6,110.059406,3.487795,28435.187137,6124.304652,GROWTH,2635.267979,116.0
CASE_02033,EXHAUSTED_ZONE,DEGRADING,HIGH,STRONG,FAIL,FAIL,True,5,0,2,0,17.391273,-0.96756,13883.985901,3605.811835,BREAKDOWN,821.268172,19.727171
CASE_02052,ELASTIC_ZONE,STRENGTHENING,HIGH,STRONG,HOLD,HOLD,True,4,0,0,4,119.176471,6.008137,6440.713177,1852.94446,GROWTH,1589.785799,122.0
CASE_02059,FATIGUE_ZONE,STRENGTHENING,HIGH,STRONG,HOLD,HOLD,True,4,0,0,4,73.148112,3.680746,12987.351404,3595.72599,GROWTH,3759.28241,77.863039
CASE_02064,EXHAUSTED_ZONE,DEGRADING,HIGH,STRONG,FAIL,FAIL,True,5,0,2,0,16.346475,-1.024821,14919.28346,3907.532978,BREAKDOWN,4105.134906,11.090992
CASE_02080,FATIGUE_ZONE,STRENGTHENING,MEDIUM,MODERATE,HOLD,HOLD,True,2,0,0,2,61.62069,2.275862,1826.07029,994.12815,GROWTH,1401.815608,76.738517
CASE_02088,EXHAUSTED_ZONE,TERMINAL,HIGH,STRONG,FAIL,FAIL,True,4,1,3,0,17.067561,-1.511081,14767.092644,3990.74789,BREAKDOWN,2083.787112,14.725479
CASE_02099,EXHAUSTED_ZONE,TERMINAL,HIGH,STRONG,FAIL,FAIL,True,5,2,2,0,14.725381,-0.981615,14870.159727,3964.756908,BREAKDOWN,3374.479966,14.295309
CASE_02104,FATIGUE_ZONE,STRENGTHENING,HIGH,STRONG,HOLD,HOLD,True,3,0,0,3,73.059406,7.247525,4150.392768,1462.338056,GROWTH,698.41762,79.0
CASE_02111,ELASTIC_ZONE,STRENGTHENING,MEDIUM,MODERATE,HOLD,HOLD,True,2,0,0,2,58.81467,2.864175,3111.208539,1855.719268,GROWTH,2223.425727,76.623762
CASE_02120,FATIGUE_ZONE,STRENGTHENING,HIGH,STRONG,HOLD,HOLD,True,4,0,0,4,70.561573,4.890679,9210.154734,2436.076603,GROWTH,2043.630203,79.0
CASE_02140,RECOVERED_ZONE,STRENGTHENING,MEDIUM,MODERATE,HOLD,HOLD,True,2,0,0,2,100.487708,11.448104,12265.458449,7516.327041,GROWTH,8615.802893,109.0
CASE_02143,FATIGUE_ZONE,STRENGTHENING,MEDIUM,MODERATE,HOLD,HOLD,True,2,0,0,2,66.643564,7.841584,8802.346728,4868.021979,GROWTH,5597.997298,79.0
CASE_02150,EXHAUSTED_ZONE,DEGRADING,HIGH,STRONG,FAIL,FAIL,True,3,0,1,0,20.105451,-0.527275,8652.465232,4060.181489,BREAKDOWN,4446.967429,14.417536
CASE_02166,FATIGUE_ZONE,STRENGTHENING,HIGH,STRONG,HOLD,HOLD,True,3,0,0,3,74.106796,4.515851,5718.072152,2285.533127,GROWTH,1382.344667,79.0
CASE_02167,EXHAUSTED_ZONE,TERMINAL,HIGH,STRONG,FAIL,FAIL,True,4,1,2,0,17.995245,-0.691501,15756.34947,5290.597854,BREAKDOWN,5609.860731,14.064614
CASE_02170,FATIGUE_ZONE,STRENGTHENING,MEDIUM,MODERATE,HOLD,HOLD,True,2,0,0,2,65.602179,7.543355,3260.689654,1677.330802,GROWTH,1780.365348,79.0
CASE_02173,EXHAUSTED_ZONE,TERMINAL,HIGH,STRONG,FAIL,FAIL,True,3,1,2,0,16.631571,-0.540843,11593.873811,3954.996058,BREAKDOWN,2375.119536,19.04563
CASE_02174,EXHAUSTED_ZONE,TERMINAL,HIGH,STRONG,FAIL,FAIL,True,4,2,2,0,15.113126,-1.181831,14178.152603,4206.035678,BREAKDOWN,3979.706386,17.884581
CASE_02183,EXHAUSTED_ZONE,TERMINAL,HIGH,STRONG,FAIL,FAIL,True,4,3,1,0,15.930869,-1.280436,13528.347343,4458.410877,BREAKDOWN,5456.90458,10.472535
CASE_02197,EXHAUSTED_ZONE,DEGRADING,MEDIUM,MODERATE,FAIL,FAIL,True,2,0,1,0,18.045644,1.781296,6856.198845,3474.804876,BREAKDOWN,3932.117979,18.619805
CASE_02217,EXHAUSTED_ZONE,TERMINAL,HIGH,STRONG,FAIL,FAIL,True,4,1,3,0,16.580046,-1.253077,19451.154632,6255.064926,BREAKDOWN,5433.96346,11.004689
CASE_02227,FATIGUE_ZONE,STRENGTHENING,HIGH,STRONG,HOLD,HOLD,True,3,0,0,3,74.384158,8.198019,5147.942441,2530.311577,GROWTH,2397.839761,80.8
CASE_02232,FATIGUE_ZONE,STRENGTHENING,MEDIUM,MODERATE,HOLD,HOLD,True,2,0,0,2,75.603774,3.622642,3394.162605,1791.51742,GROWTH,1061.088338,79.0
CASE_02233,RECOVERED_ZONE,STRENGTHENING,HIGH,STRONG,HOLD,HOLD,True,4,0,0,4,103.352941,5.280705,19548.060725,5454.421387,GROWTH,5263.26184,105.125686
CASE_02257,FATIGUE_ZONE,STRENGTHENING,HIGH,STRONG,HOLD,HOLD,True,3,0,0,3,73.380612,2.68608,10721.207919,3856.150507,GROWTH,2830.137497,79.0
CASE_02258,FATIGUE_ZONE,STRENGTHENING,HIGH,STRONG,HOLD,HOLD,True,3,0,0,3,70.950219,2.336839,12163.78018,4632.432957,GROWTH,4347.859986,79.0
CASE_02263,EXHAUSTED_ZONE,TERMINAL,HIGH,STRONG,FAIL,FAIL,True,4,2,2,0,13.810955,-2.174871,14509.994751,4828.420237,BREAKDOWN,3678.755071,9.620945
CASE_02290,ELASTIC_ZONE,STRENGTHENING,HIGH,STRONG,HOLD,HOLD,True,3,0,0,3,117.584158,8.792079,18470.999909,11076.306281,GROWTH,7275.917913,124.0
CASE_02299,FATIGUE_ZONE,STRENGTHENING,HIGH,STRONG,HOLD,HOLD,True,3,0,0,3,74.979711,3.737578,8395.442447,3082.96316,GROWTH,2560.01106,79.0
CASE_02302,EXHAUSTED_ZONE,DEGRADING,HIGH,STRONG,FAIL,FAIL,True,3,0,3,0,14.354663,-1.927154,18247.075961,6612.910667,BREAKDOWN,6039.065919,15.334409
CASE_02303,FATIGUE_ZONE,STRENGTHENING,MEDIUM,MODERATE,HOLD,HOLD,True,2,0,0,2,64.367229,4.082825,9442.227748,4909.072457,GROWTH,5400.871494,78.968954
CASE_02305,EXHAUSTED_ZONE,TERMINAL,MEDIUM,MODERATE,FAIL,FAIL,True,2,1,1,0,14.354469,-5.404148,13724.535017,7140.028129,BREAKDOWN,7171.45572,10.88416
CASE_02321,ELASTIC_ZONE,STRENGTHENING,HIGH,STRONG,HOLD,HOLD,True,3,0,0,3,72.821782,5.227722,6750.37919,2268.176634,GROWTH,2417.994552,78.156224
CASE_02327,EXHAUSTED_ZONE,TERMINAL,MEDIUM,MODERATE,FAIL,FAIL,True,2,1,1,0,18.469455,-1.148804,10322.21613,5357.866481,BREAKDOWN,4699.370882,12.627213
CASE_02350,ELASTIC_ZONE,STRENGTHENING,MEDIUM,MODERATE,HOLD,HOLD,True,2,0,0,2,71.31068,13.514563,4522.459671,2473.332244,GROWTH,2792.193569,77.411651
CASE_02351,RECOVERED_ZONE,STRENGTHENING,HIGH,STRONG,HOLD,HOLD,True,3,0,0,3,98.356292,5.674616,14879.511065,5520.549073,GROWTH,6934.79866,109.36
CASE_02352,FATIGUE_ZONE,STRENGTHENING,HIGH,STRONG,HOLD,HOLD,True,3,0,0,3,76.735849,8.943396,6093.676677,2341.490222,GROWTH,288.575916,79.0
CASE_02366,ELASTIC_ZONE,STRENGTHENING,MEDIUM,MODERATE,HOLD,HOLD,True,2,0,0,2,76.565545,7.366337,4571.313917,2286.666881,GROWTH,2535.701043,85.12
CASE_02372,ELASTIC_ZONE,STRENGTHENING,MEDIUM,MODERATE,HOLD,HOLD,True,2,0,0,2,66.464615,2.076923,5512.340143,3270.093385,GROWTH,3779.128846,86.08
CASE_02375,FATIGUE_ZONE,STRENGTHENING,HIGH,STRONG,HOLD,HOLD,True,4,0,0,4,77.486154,4.153846,11603.676063,3080.055504,GROWTH,3488.147453,84.64
CASE_02397,EXHAUSTED_ZONE,DEGRADING,HIGH,STRONG,FAIL,FAIL,True,4,0,3,0,16.112036,-0.75678,18596.916853,5380.648245,BREAKDOWN,6811.256681,12.293393
CASE_02398,ELASTIC_ZONE,STRENGTHENING,HIGH,STRONG,HOLD,HOLD,True,5,0,0,5,81.341176,4.258824,17882.166189,4725.171104,GROWTH,2782.841682,84.4
CASE_02403,RECOVERED_ZONE,STRENGTHENING,HIGH,STRONG,HOLD,HOLD,True,4,0,0,4,111.686154,4.061538,44929.027535,15934.251979,GROWTH,10274.32821,118.84
CASE_02414,EXHAUSTED_ZONE,DEGRADING,MEDIUM,MODERATE,FAIL,FAIL,True,2,0,2,0,18.498792,-2.883535,10162.948661,5129.863538,BREAKDOWN,5767.227457,19.37992
CASE_02415,EXHAUSTED_ZONE,DEGRADING,MEDIUM,MODERATE,FAIL,FAIL,True,2,0,2,0,18.821866,-2.724182,10226.320354,5161.851014,BREAKDOWN,5803.189566,21.029083
CASE_02417,RECOVERED_ZONE,STRENGTHENING,MEDIUM,MODERATE,HOLD,HOLD,True,2,0,0,2,106.331089,5.227723,11025.15125,7342.328132,GROWTH,10106.977917,123.44
CASE_02423,EXHAUSTED_ZONE,TERMINAL,HIGH,STRONG,FAIL,FAIL,True,4,2,2,0,20.46092,-0.618753,17139.8901,4983.998162,BREAKDOWN,5791.60489,16.748652
CASE_02424,RECOVERED_ZONE,STRENGTHENING,HIGH,STRONG,HOLD,HOLD,True,4,0,0,4,114.908276,4.494118,38762.699414,11296.989813,GROWTH,13849.038547,119.849452
CASE_02429,EXHAUSTED_ZONE,TERMINAL,HIGH,STRONG,FAIL,FAIL,True,4,1,2,0,19.583558,-1.305405,13692.041081,5330.299211,BREAKDOWN,2307.702013,21.974959
CASE_02452,EXHAUSTED_ZONE,DEGRADING,HIGH,STRONG,FAIL,FAIL,True,5,0,4,0,17.723189,-1.39703,29145.006537,6664.387774,BREAKDOWN,6122.511734,17.046779
CASE_02454,ELASTIC_ZONE,STRENGTHENING,HIGH,STRONG,HOLD,HOLD,True,3,0,0,3,82.117647,6.117647,12214.835723,4388.331168,GROWTH,3940.515686,88.0
