case_id,zone_mechanical_state,structural_trajectory,trajectory_confidence,coh_label,pred_label,b12v2_outcome,correct,visit_count,breakdown_visit_count,damage_visit_count,growth_visit_count,health_last_visit,health_slope,omega_total,omega_max,visit_N_result,visit_N_omega,visit_N_health
CASE_02470,FATIGUE_ZONE,STRENGTHENING,HIGH,STRONG,HOLD,HOLD,True,4,0,0,4,78.179022,4.107692,7981.66685,2066.13899,GROWTH,1922.171611,82.794407
CASE_02472,EXHAUSTED_ZONE,TERMINAL,HIGH,STRONG,FAIL,FAIL,True,4,2,2,0,13.664167,-1.916894,15208.528985,4633.015552,BREAKDOWN,4621.800711,19.456576
CASE_02474,EXHAUSTED_ZONE,TERMINAL,HIGH,STRONG,FAIL,FAIL,True,3,1,2,0,15.240675,-2.351791,13500.358659,4910.663564,BREAKDOWN,4781.253787,16.317065
CASE_02481,FATIGUE_ZONE,STRENGTHENING,HIGH,STRONG,HOLD,HOLD,True,4,0,0,4,68.358365,2.292284,9390.3015,3006.523989,GROWTH,2839.765233,79.0
CASE_02483,EXHAUSTED_ZONE,DEGRADING,HIGH,STRONG,FAIL,FAIL,True,3,0,3,0,16.275121,-1.757017,16221.916249,5806.75174,BREAKDOWN,5303.828403,18.313465
CASE_02485,EXHAUSTED_ZONE,DEGRADING,MEDIUM,MODERATE,FAIL,FAIL,True,2,0,2,0,18.752921,-1.692818,11109.54208,7447.63214,BREAKDOWN,9496.841262,19.497834
CASE_02486,EXHAUSTED_ZONE,DEGRADING,HIGH,STRONG,FAIL,FAIL,True,3,0,2,0,19.693368,-0.541699,7845.726879,3688.141956,BREAKDOWN,10249.88261,18.217346
CASE_02524,ELASTIC_ZONE,STRENGTHENING,HIGH,STRONG,HOLD,HOLD,True,3,0,0,3,65.930693,4.514851,10697.440977,5252.106076,GROWTH,6247.058591,78.256676
CASE_02526,EXHAUSTED_ZONE,TERMINAL,MEDIUM,MODERATE,FAIL,FAIL,True,2,1,1,0,13.704863,-6.348289,10760.236132,7283.032361,BREAKDOWN,6465.630763,18.24565
CASE_02536,EXHAUSTED_ZONE,DEGRADING,HIGH,STRONG,FAIL,FAIL,True,3,0,3,0,15.263449,-2.334862,9081.356805,3164.152476,BREAKDOWN,3459.633277,11.224128
CASE_02539,FATIGUE_ZONE,STRENGTHENING,HIGH,STRONG,HOLD,HOLD,True,4,0,0,4,69.759144,4.816817,5841.33684,2650.741781,GROWTH,2364.779303,79.0
CASE_02559,RECOVERED_ZONE,STRENGTHENING,HIGH,STRONG,HOLD,HOLD,True,5,0,0,5,111.722772,4.579303,22167.272463,5785.442272,GROWTH,2864.401461,116.0
CASE_02560,EXHAUSTED_ZONE,TERMINAL,HIGH,STRONG,FAIL,FAIL,True,5,1,3,0,16.738828,-0.342412,18392.705013,5037.371175,BREAKDOWN,3917.554934,17.427534
CASE_02561,RECOVERED_ZONE,STRENGTHENING,HIGH,STRONG,HOLD,HOLD,True,5,0,0,5,108.145455,3.090606,25019.50015,7010.605363,GROWTH,5324.537488,116.0
CASE_02572,EXHAUSTED_ZONE,TERMINAL,HIGH,STRONG,FAIL,FAIL,True,3,2,1,0,16.465354,-1.528296,11278.406945,4285.261245,BREAKDOWN,4879.329917,7.947658
CASE_02574,FATIGUE_ZONE,STRENGTHENING,MEDIUM,MODERATE,HOLD,HOLD,True,2,0,0,2,62.366337,2.348725,4375.295074,2214.191558,GROWTH,3676.997905,79.0
CASE_02576,FATIGUE_ZONE,STRENGTHENING,MEDIUM,MODERATE,HOLD,HOLD,True,2,0,0,2,58.302752,2.004467,3048.819251,1695.898327,GROWTH,3369.566198,79.0
CASE_02598,EXHAUSTED_ZONE,TERMINAL,HIGH,STRONG,FAIL,FAIL,True,4,2,2,0,18.109475,-0.689819,15307.178204,4804.849445,BREAKDOWN,4733.831291,14.383982
CASE_02621,FATIGUE_ZONE,STRENGTHENING,HIGH,STRONG,HOLD,HOLD,True,3,0,0,3,62.341751,3.270845,5919.344371,2566.620092,GROWTH,2573.830971,79.0
CASE_02650,EXHAUSTED_ZONE,DEGRADING,HIGH,STRONG,FAIL,FAIL,True,4,0,4,0,15.607603,-1.753067,13428.950263,4034.996744,BREAKDOWN,4659.588523,11.799298
CASE_02660,ELASTIC_ZONE,STRENGTHENING,MEDIUM,MODERATE,HOLD,HOLD,True,2,0,0,2,66.168317,3.412955,6982.861102,4848.266563,GROWTH,4792.790221,79.0
CASE_02662,FATIGUE_ZONE,STRENGTHENING,MEDIUM,MODERATE,HOLD,HOLD,True,2,0,0,2,63.0,3.294118,4538.555787,3732.223841,GROWTH,3845.610991,79.0
CASE_02663,RECOVERED_ZONE,STRENGTHENING,HIGH,STRONG,HOLD,HOLD,True,4,0,0,4,105.076923,6.046154,20441.86862,7097.608094,GROWTH,4661.84979,109.0
CASE_02672,FATIGUE_ZONE,STRENGTHENING,MEDIUM,MODERATE,HOLD,HOLD,True,2,0,0,2,72.614679,1.541285,3890.376676,2217.542889,GROWTH,1612.966693,79.0
CASE_02678,EXHAUSTED_ZONE,DEGRADING,HIGH,STRONG,FAIL,FAIL,True,3,0,2,0,17.731368,-0.879875,11984.618748,4034.056705,BREAKDOWN,1908.928348,17.501073
CASE_02679,EXHAUSTED_ZONE,DEGRADING,HIGH,STRONG,FAIL,FAIL,True,4,0,4,0,17.095802,-1.325294,13132.032214,3963.014802,BREAKDOWN,2481.937161,15.460175
CASE_02681,FATIGUE_ZONE,STRENGTHENING,HIGH,STRONG,HOLD,HOLD,True,3,0,0,3,67.279246,4.295314,8671.82713,2975.176598,GROWTH,2382.025117,79.0
CASE_02687,EXHAUSTED_ZONE,TERMINAL,HIGH,STRONG,FAIL,FAIL,True,4,3,1,0,17.565557,0.039857,11141.455234,4239.271701,BREAKDOWN,659.520498,18.463248
CASE_02698,EXHAUSTED_ZONE,DEGRADING,HIGH,STRONG,FAIL,FAIL,True,3,0,3,0,14.189264,-2.52423,14358.333974,4991.184684,BREAKDOWN,4318.182501,18.759954
CASE_02721,EXHAUSTED_ZONE,TERMINAL,HIGH,STRONG,FAIL,FAIL,True,5,1,3,0,18.247345,-0.419704,21444.411056,4994.08726,BREAKDOWN,4949.079619,19.340465
CASE_02727,EXHAUSTED_ZONE,TERMINAL,HIGH,STRONG,FAIL,FAIL,True,3,1,2,0,13.572046,-2.981474,14090.790544,4945.27689,BREAKDOWN,1813.882826,16.680871
CASE_02729,EXHAUSTED_ZONE,TERMINAL,HIGH,STRONG,FAIL,FAIL,True,3,1,2,0,14.420292,-3.020609,14291.581611,5089.294435,BREAKDOWN,2409.689865,14.895137
CASE_02737,EXHAUSTED_ZONE,TERMINAL,MEDIUM,MODERATE,FAIL,FAIL,True,2,1,1,0,19.264622,1.2487,6976.604548,3748.203761,BREAKDOWN,3238.960139,19.566557
CASE_02780,FATIGUE_ZONE,STRENGTHENING,MEDIUM,MODERATE,HOLD,HOLD,True,2,0,0,2,74.485149,11.210241,4977.357934,2533.518001,GROWTH,1372.732859,79.0
CASE_02794,EXHAUSTED_ZONE,TERMINAL,HIGH,STRONG,FAIL,FAIL,True,4,1,3,0,15.909658,-1.269359,8202.861622,2370.561675,BREAKDOWN,2437.347635,12.93853
CASE_02809,RECOVERED_ZONE,STRENGTHENING,HIGH,STRONG,HOLD,HOLD,True,5,0,0,5,104.810633,4.692241,16687.92492,4067.011657,GROWTH,4198.464824,109.0
CASE_02827,RECOVERED_ZONE,STRENGTHENING,HIGH,STRONG,HOLD,HOLD,True,4,0,0,4,106.623762,5.910462,16300.111384,4536.479052,GROWTH,2660.48527,109.0
CASE_02828,EXHAUSTED_ZONE,DEGRADING,HIGH,STRONG,FAIL,FAIL,True,4,0,3,0,16.821595,-1.345402,12900.028193,3360.747694,BREAKDOWN,2647.599583,18.155237
CASE_02867,FATIGUE_ZONE,STRENGTHENING,HIGH,STRONG,HOLD,HOLD,True,3,0,0,3,64.400927,4.469694,7923.871988,3695.133745,GROWTH,4306.814011,78.538462
CASE_02869,EXHAUSTED_ZONE,TERMINAL,HIGH,STRONG,FAIL,FAIL,True,4,2,2,0,13.093509,-2.317656,14222.729272,4813.093173,BREAKDOWN,4043.974304,8.054452
CASE_02871,EXHAUSTED_ZONE,TERMINAL,HIGH,STRONG,FAIL,FAIL,True,3,2,1,0,13.738601,-3.391735,10831.1791,4811.484096,BREAKDOWN,4042.62266,17.650306
CASE_02872,EXHAUSTED_ZONE,DEGRADING,HIGH,STRONG,FAIL,FAIL,True,5,0,3,0,18.021314,-0.57325,15493.084439,4157.617422,BREAKDOWN,3833.545552,16.995622
CASE_02876,FATIGUE_ZONE,STRENGTHENING,MEDIUM,MODERATE,HOLD,HOLD,True,2,0,0,2,72.076923,4.14733,4276.802751,2345.90608,GROWTH,1640.036535,79.0
CASE_02889,FATIGUE_ZONE,STRENGTHENING,HIGH,STRONG,HOLD,HOLD,True,4,0,0,4,68.714286,3.499949,11233.912242,4289.686305,GROWTH,4351.713661,79.0
CASE_02900,RECOVERED_ZONE,STRENGTHENING,HIGH,STRONG,HOLD,HOLD,True,4,0,0,4,103.407767,5.204236,24011.954067,8045.94258,GROWTH,8080.549897,109.0
CASE_02914,RECOVERED_ZONE,STRENGTHENING,MEDIUM,MODERATE,HOLD,HOLD,True,2,0,0,2,101.0,8.076923,4150.355025,3052.981531,GROWTH,3377.427045,116.0
CASE_02936,EXHAUSTED_ZONE,TERMINAL,MEDIUM,MODERATE,FAIL,FAIL,True,2,1,0,0,15.239147,-5.486644,6495.292334,4954.375072,BREAKDOWN,4950.69229,10.589159
CASE_02938,FATIGUE_ZONE,STRENGTHENING,MEDIUM,MODERATE,HOLD,HOLD,True,2,0,0,2,66.031781,5.546067,7459.456224,3844.018415,GROWTH,4048.664228,79.0
CASE_02941,FATIGUE_ZONE,STRENGTHENING,HIGH,STRONG,HOLD,HOLD,True,4,0,0,4,71.633663,4.361496,14678.565859,4487.953669,GROWTH,4254.436782,79.0
CASE_02954,RECOVERED_ZONE,STRENGTHENING,MEDIUM,MODERATE,HOLD,HOLD,True,2,0,0,2,110.873786,12.990379,11281.208003,5724.489952,GROWTH,4848.213526,116.0
CASE_02960,EXHAUSTED_ZONE,TERMINAL,HIGH,STRONG,FAIL,FAIL,True,5,3,2,0,12.767458,-1.040359,22551.620385,5961.787624,BREAKDOWN,5308.646679,14.207065
CASE_02977,RECOVERED_ZONE,STRENGTHENING,HIGH,STRONG,HOLD,HOLD,True,3,0,0,3,103.485714,2.75273,22396.368352,8094.401178,GROWTH,8643.917541,116.0
CASE_02989,RECOVERED_ZONE,STRENGTHENING,HIGH,STRONG,HOLD,HOLD,True,4,0,0,4,102.884287,4.966251,15052.121054,6346.726934,GROWTH,5753.467957,109.0
CASE_03008,FATIGUE_ZONE,STRENGTHENING,HIGH,STRONG,HOLD,HOLD,True,3,0,0,3,74.615385,5.192308,14341.797848,5164.649296,GROWTH,5139.295604,75.634344
CASE_03034,FATIGUE_ZONE,STRENGTHENING,HIGH,STRONG,HOLD,HOLD,True,3,0,0,3,74.722772,4.752475,8525.793258,3051.210579,GROWTH,2966.900715,79.0
CASE_03040,EXHAUSTED_ZONE,DEGRADING,MEDIUM,MODERATE,FAIL,FAIL,True,2,0,2,0,19.059436,-1.19201,6307.658373,3381.201986,BREAKDOWN,3596.934472,18.911729
CASE_03044,EXHAUSTED_ZONE,TERMINAL,HIGH,STRONG,FAIL,FAIL,True,3,1,2,0,17.111498,-1.234295,10543.06157,4014.300901,BREAKDOWN,4617.673612,13.293693
CASE_03047,EXHAUSTED_ZONE,TERMINAL,HIGH,STRONG,FAIL,FAIL,True,4,2,2,0,13.401703,-2.749751,21033.873816,6787.521409,BREAKDOWN,4149.125003,17.780093
CASE_03050,FATIGUE_ZONE,STRENGTHENING,HIGH,STRONG,HOLD,HOLD,True,3,0,0,3,72.192744,5.419901,8514.39152,3730.078182,GROWTH,3610.126847,79.0
CASE_03099,EXHAUSTED_ZONE,TERMINAL,HIGH,STRONG,FAIL,FAIL,True,6,3,2,0,15.738271,-0.959208,17995.934806,4484.003398,BREAKDOWN,2456.393032,17.695299
CASE_03116,ELASTIC_ZONE,STRENGTHENING,HIGH,STRONG,HOLD,HOLD,True,3,0,0,3,76.882353,5.577621,6803.62174,2608.08319,GROWTH,905.372686,79.0
CASE_03119,EXHAUSTED_ZONE,TERMINAL,HIGH,STRONG,FAIL,FAIL,True,5,2,3,0,17.501222,-0.946833,11765.779675,2829.985866,BREAKDOWN,2466.633854,15.647434
CASE_03141,EXHAUSTED_ZONE,TERMINAL,MEDIUM,MODERATE,FAIL,FAIL,True,2,1,1,0,15.970231,-1.466703,5939.41023,3029.585937,BREAKDOWN,3215.050569,13.19549
CASE_03142,RECOVERED_ZONE,STRENGTHENING,HIGH,STRONG,HOLD,HOLD,True,3,0,0,3,100.529412,5.806959,11359.575561,4058.263126,GROWTH,4377.518157,106.295968
CASE_03154,EXHAUSTED_ZONE,TERMINAL,HIGH,STRONG,FAIL,FAIL,True,4,1,1,1,24.935146,0.033813,13178.704891,5092.452064,BREAKDOWN,2773.018392,30.67458
CASE_03155,FATIGUE_ZONE,STRENGTHENING,HIGH,STRONG,HOLD,HOLD,True,4,0,0,4,71.833946,5.265759,9534.036768,3759.91332,GROWTH,2102.660187,79.0
CASE_03157,RECOVERED_ZONE,STRENGTHENING,HIGH,STRONG,HOLD,HOLD,True,4,0,0,4,98.89957,3.622591,20653.353017,6756.467218,GROWTH,7133.201377,109.0
CASE_03169,FATIGUE_ZONE,STRENGTHENING,MEDIUM,MODERATE,HOLD,HOLD,True,2,0,0,2,73.350624,4.137032,7509.819148,3901.443432,GROWTH,2125.034077,79.0
CASE_03171,EXHAUSTED_ZONE,TERMINAL,MEDIUM,MODERATE,FAIL,FAIL,True,2,1,1,0,14.768436,-3.800171,9605.488567,5058.011822,BREAKDOWN,4648.902746,12.733381
CASE_03174,EXHAUSTED_ZONE,TERMINAL,HIGH,STRONG,FAIL,FAIL,True,4,1,2,0,15.133487,-1.521601,11852.949204,4042.122618,BREAKDOWN,293.993595,16.056285
CASE_03189,EXHAUSTED_ZONE,DEGRADING,HIGH,STRONG,FAIL,FAIL,True,4,0,4,0,14.095885,-1.621137,20960.37878,5729.964688,BREAKDOWN,5136.28885,19.386805
CASE_03199,EXHAUSTED_ZONE,TERMINAL,HIGH,STRONG,FAIL,FAIL,True,3,1,1,1,27.352498,0.96884,9561.712273,3997.401646,BREAKDOWN,3568.366822,26.922713
CASE_03219,RECOVERED_ZONE,STRENGTHENING,HIGH,STRONG,HOLD,HOLD,True,3,0,0,3,105.19802,8.346023,20986.263065,7235.159671,GROWTH,7520.106109,107.12969
CASE_03221,RECOVERED_ZONE,STRENGTHENING,MEDIUM,MODERATE,HOLD,HOLD,True,2,0,0,2,111.650297,10.217822,14569.640778,8165.826364,GROWTH,8248.102989,120.68
CASE_03223,FATIGUE_ZONE,STRENGTHENING,MEDIUM,MODERATE,HOLD,HOLD,True,2,0,0,2,68.301538,9.923076,4761.757263,2626.943091,GROWTH,2707.238306,79.84
CASE_03228,EXHAUSTED_ZONE,DEGRADING,HIGH,STRONG,FAIL,FAIL,True,4,0,3,0,17.378351,-0.878534,14980.448241,5013.203865,BREAKDOWN,4551.083899,19.000508
CASE_03261,EXHAUSTED_ZONE,DEGRADING,MEDIUM,MODERATE,FAIL,FAIL,True,2,0,2,0,18.103557,-2.156533,7628.473621,5250.61301,BREAKDOWN,5299.981931,16.765486
CASE_03272,FATIGUE_ZONE,STRENGTHENING,MEDIUM,MODERATE,HOLD,HOLD,True,2,0,0,2,73.608052,9.528829,6888.206259,3456.317018,GROWTH,3634.560864,82.72
CASE_03276,FATIGUE_ZONE,STRENGTHENING,HIGH,STRONG,HOLD,HOLD,True,3,0,0,3,72.108911,7.009901,6686.509152,2617.123869,GROWTH,2150.027964,79.0
CASE_03278,FATIGUE_ZONE,STRENGTHENING,HIGH,STRONG,HOLD,HOLD,True,3,0,0,3,73.189322,7.009901,9182.187942,3729.659323,GROWTH,3285.893256,81.981401
CASE_03294,EXHAUSTED_ZONE,DEGRADING,HIGH,STRONG,FAIL,FAIL,True,4,0,3,0,18.448023,-0.517294,14729.421543,4004.079674,BREAKDOWN,4182.928806,15.053571
CASE_03296,RECOVERED_ZONE,STRENGTHENING,HIGH,STRONG,HOLD,HOLD,True,3,0,0,3,103.048713,2.970297,21862.17397,8141.959292,GROWTH,9316.51694,119.92
CASE_03304,EXHAUSTED_ZONE,DEGRADING,HIGH,STRONG,FAIL,FAIL,True,7,0,6,0,19.572339,-0.810266,21355.302771,4072.593816,BREAKDOWN,4149.012848,18.709269
CASE_03313,EXHAUSTED_ZONE,STABLE,HIGH,STRONG,HOLD,FAIL,False,4,0,2,0,23.986002,-0.005578,12231.083946,4483.775927,BREAKDOWN,5327.150342,23.929478
CASE_03317,ELASTIC_ZONE,STRENGTHENING,HIGH,STRONG,HOLD,HOLD,True,5,0,0,5,79.062857,3.291429,13210.072903,3096.374916,GROWTH,3110.457134,87.52
CASE_03318,ELASTIC_ZONE,STRENGTHENING,MEDIUM,MODERATE,HOLD,HOLD,True,2,0,0,2,113.747573,9.320389,17741.422708,10033.123098,GROWTH,9867.615367,124.0
CASE_03328,EXHAUSTED_ZONE,TERMINAL,HIGH,STRONG,FAIL,FAIL,True,3,1,2,0,15.568517,-3.49993,9665.27955,3870.186723,BREAKDOWN,3519.305408,19.308842
CASE_03363,EXHAUSTED_ZONE,TERMINAL,MEDIUM,MODERATE,FAIL,FAIL,True,2,1,1,0,16.170733,-1.908086,6561.699497,3310.725713,BREAKDOWN,3565.494963,19.079135
CASE_03378,FATIGUE_ZONE,STRENGTHENING,HIGH,STRONG,HOLD,HOLD,True,4,0,0,4,81.870769,4.823077,11931.751947,3165.426755,GROWTH,1058.644994,84.64
CASE_03384,FATIGUE_ZONE,STRENGTHENING,HIGH,STRONG,HOLD,HOLD,True,5,0,0,5,82.976634,4.324753,11653.62709,3160.743212,GROWTH,1688.263584,84.64
CASE_03388,EXHAUSTED_ZONE,TERMINAL,HIGH,STRONG,FAIL,FAIL,True,4,3,1,0,15.655267,-1.65719,14174.334581,4051.753786,BREAKDOWN,4029.117921,13.189418
CASE_03409,EXHAUSTED_ZONE,TERMINAL,HIGH,STRONG,FAIL,FAIL,True,5,4,1,0,14.193096,-1.028261,17776.296095,4873.768544,BREAKDOWN,5262.105359,12.005131
CASE_03416,ELASTIC_ZONE,STRENGTHENING,MEDIUM,MODERATE,HOLD,HOLD,True,2,0,0,2,77.454118,8.0,10692.107657,6067.759356,GROWTH,5695.807497,90.16
CASE_03442,EXHAUSTED_ZONE,TERMINAL,MEDIUM,MODERATE,FAIL,FAIL,True,2,2,0,0,15.266741,-0.587867,5954.873704,3003.555662,BREAKDOWN,2851.794074,14.303108
CASE_03447,FATIGUE_ZONE,STRENGTHENING,HIGH,STRONG,HOLD,HOLD,True,3,0,0,3,70.466342,3.219527,5995.070819,2208.800294,GROWTH,2145.087009,79.0
CASE_03460,EXHAUSTED_ZONE,TERMINAL,HIGH,STRONG,FAIL,FAIL,True,4,2,2,0,19.152169,-0.691749,10565.175643,3452.309114,BREAKDOWN,1508.466299,20.346851
CASE_03461,EXHAUSTED_ZONE,TERMINAL,MEDIUM,MODERATE,FAIL,FAIL,True,2,2,0,0,19.597432,-0.253525,7998.057045,5000.56804,BREAKDOWN,4290.669411,14.154712
CASE_03462,EXHAUSTED_ZONE,TERMINAL,MEDIUM,MODERATE,FAIL,FAIL,True,2,2,0,0,19.725542,-0.262542,8250.392978,5206.438847,BREAKDOWN,4672.687145,16.348122
CASE_03478,FATIGUE_ZONE,STRENGTHENING,HIGH,STRONG,HOLD,HOLD,True,3,0,0,3,67.461538,5.423076,8001.32842,2988.546697,GROWTH,3109.226688,79.0
CASE_03483,RECOVERED_ZONE,STRENGTHENING,HIGH,STRONG,HOLD,HOLD,True,3,0,0,3,113.085545,7.485148,13048.167706,5303.561131,GROWTH,4936.750604,121.64
CASE_03493,FATIGUE_ZONE,STRENGTHENING,HIGH,STRONG,HOLD,HOLD,True,3,0,0,3,74.294118,6.117647,5639.971743,2428.357226,GROWTH,1458.340225,79.0
CASE_03495,ELASTIC_ZONE,STRENGTHENING,HIGH,STRONG,HOLD,HOLD,True,4,0,0,4,70.060583,4.124272,5103.900684,1460.960204,GROWTH,2341.538151,80.08
CASE_03497,FATIGUE_ZONE,STRENGTHENING,HIGH,STRONG,HOLD,HOLD,True,4,0,0,4,69.95963,4.233101,5968.165353,1696.515057,GROWTH,678.489564,79.0
CASE_03506,EXHAUSTED_ZONE,TERMINAL,HIGH,STRONG,FAIL,FAIL,True,5,3,1,0,15.735833,-1.151573,11905.018378,3285.450789,BREAKDOWN,1795.920213,19.902458
CASE_03511,EXHAUSTED_ZONE,TERMINAL,HIGH,STRONG,FAIL,FAIL,True,5,3,1,0,14.495938,-1.490822,10188.823757,2945.318409,BREAKDOWN,2464.028543,17.798419
CASE_03532,EXHAUSTED_ZONE,DEGRADING,HIGH,STRONG,FAIL,FAIL,True,3,0,3,0,15.362242,-2.577461,8700.666503,2963.590803,BREAKDOWN,2502.149057,19.906578
CASE_03544,EXHAUSTED_ZONE,DEGRADING,HIGH,STRONG,FAIL,FAIL,True,3,0,3,0,19.178776,-0.644888,9456.265566,4653.821199,BREAKDOWN,5477.297309,5.40428
CASE_03553,RECOVERED_ZONE,STRENGTHENING,HIGH,STRONG,HOLD,HOLD,True,3,0,0,3,113.669903,8.092501,8449.929354,3229.399845,GROWTH,3926.329895,116.0
CASE_03590,EXHAUSTED_ZONE,TERMINAL,HIGH,STRONG,FAIL,FAIL,True,3,1,2,0,12.872271,-2.378218,8648.462133,3121.173876,BREAKDOWN,958.399601,20.363149
CASE_03596,EXHAUSTED_ZONE,TERMINAL,MEDIUM,MODERATE,FAIL,FAIL,True,2,1,1,0,18.148587,-0.613337,4224.561645,2627.164142,BREAKDOWN,2959.127072,18.86705
CASE_03597,EXHAUSTED_ZONE,DEGRADING,MEDIUM,MODERATE,FAIL,FAIL,True,2,0,2,0,16.570817,-0.841089,5627.315002,2829.334889,BREAKDOWN,3172.924026,17.552015
CASE_03616,ELASTIC_ZONE,STRENGTHENING,HIGH,STRONG,HOLD,HOLD,True,3,0,0,3,80.419623,7.018868,10166.777287,3632.269703,GROWTH,3211.681144,86.08
CASE_03617,FATIGUE_ZONE,STRENGTHENING,HIGH,STRONG,HOLD,HOLD,True,3,0,0,3,67.258993,5.179856,7367.219504,3302.610649,GROWTH,3040.168758,79.0
CASE_03620,ELASTIC_ZONE,STRENGTHENING,HIGH,STRONG,HOLD,HOLD,True,4,0,0,4,71.825322,5.588773,14311.071824,5310.973211,GROWTH,5749.406184,77.05794
CASE_03641,EXHAUSTED_ZONE,DEGRADING,HIGH,STRONG,FAIL,FAIL,True,3,0,3,0,18.828763,-0.925319,9668.984568,4924.465622,BREAKDOWN,5470.79165,17.017654
CASE_03643,RECOVERED_ZONE,STRENGTHENING,HIGH,STRONG,HOLD,HOLD,True,3,0,0,3,101.941176,3.661399,12930.000507,5565.367055,GROWTH,5048.931143,109.0
CASE_03692,RECOVERED_ZONE,STRENGTHENING,MEDIUM,MODERATE,HOLD,HOLD,True,2,0,0,2,105.19802,8.079208,11601.248936,5890.647738,GROWTH,5653.714546,109.0
CASE_03699,FATIGUE_ZONE,STRENGTHENING,HIGH,STRONG,HOLD,HOLD,True,3,0,0,3,69.522623,5.524972,8291.203795,2842.272374,GROWTH,2500.691774,79.0
CASE_03702,EXHAUSTED_ZONE,STABLE,MEDIUM,MODERATE,HOLD,FAIL,False,2,0,2,0,25.472034,0.222666,6360.389176,3385.041218,BREAKDOWN,4729.751798,29.538011
CASE_03747,FATIGUE_ZONE,STRENGTHENING,MEDIUM,MODERATE,HOLD,HOLD,True,2,0,0,2,64.99814,7.331967,4499.589689,2250.766416,GROWTH,2237.908689,79.0
CASE_03752,EXHAUSTED_ZONE,TERMINAL,HIGH,STRONG,FAIL,FAIL,True,5,1,3,0,18.486742,-0.535572,17176.255402,4810.337351,BREAKDOWN,5868.161414,11.408196
CASE_03759,FATIGUE_ZONE,STRENGTHENING,HIGH,STRONG,HOLD,HOLD,True,3,0,0,3,76.461538,9.807692,5363.879065,2042.537953,GROWTH,660.357985,78.678337
CASE_03763,EXHAUSTED_ZONE,TERMINAL,HIGH,STRONG,FAIL,FAIL,True,5,2,2,0,18.384561,-0.876831,11195.457437,3237.83924,BREAKDOWN,3969.892066,12.602041
CASE_03769,FATIGUE_ZONE,STRENGTHENING,HIGH,STRONG,HOLD,HOLD,True,4,0,0,4,73.407767,5.593614,11889.663265,3446.358784,GROWTH,2617.892373,75.737864
CASE_03781,EXHAUSTED_ZONE,DEGRADING,HIGH,STRONG,FAIL,FAIL,True,3,0,3,0,19.961056,-1.47659,17609.413829,6350.66603,BREAKDOWN,7444.976533,17.250336
CASE_03812,ELASTIC_ZONE,STRENGTHENING,MEDIUM,MODERATE,HOLD,HOLD,True,2,0,0,2,113.176471,5.176471,10076.136959,5140.816852,GROWTH,5380.898905,124.0
CASE_03821,EXHAUSTED_ZONE,TERMINAL,HIGH,STRONG,FAIL,FAIL,True,4,1,2,0,15.497414,-1.345791,18145.536485,4904.446263,BREAKDOWN,4781.952865,11.128634
CASE_03822,EXHAUSTED_ZONE,DEGRADING,HIGH,STRONG,FAIL,FAIL,True,4,0,2,0,17.915907,-0.929577,17203.947088,6060.804218,BREAKDOWN,5822.022268,17.876046
CASE_03825,EXHAUSTED_ZONE,DEGRADING,HIGH,STRONG,FAIL,FAIL,True,3,0,2,0,18.906969,-0.713135,10712.954679,7142.659717,BREAKDOWN,7956.131218,18.635098
CASE_03830,ELASTIC_ZONE,STRENGTHENING,HIGH,STRONG,HOLD,HOLD,True,3,0,0,3,84.004327,2.0,9575.52064,5052.555662,GROWTH,867.322492,86.121974
CASE_03839,ELASTIC_ZONE,STRENGTHENING,HIGH,STRONG,HOLD,HOLD,True,3,0,0,3,82.598835,9.553398,6760.780041,2598.610619,GROWTH,2212.108863,86.56
CASE_03842,FATIGUE_ZONE,STRENGTHENING,HIGH,STRONG,HOLD,HOLD,True,5,0,0,5,76.793663,3.30297,13748.320325,3461.706943,GROWTH,3064.087675,84.16
