analysis_run_utc,case_id,episode_id,zone_id,zone_mechanical_state,visit_index,visit_start_row,visit_end_row,visit_start_time,visit_end_time,visit_duration_rows,rigidity_at_visit,capacity_at_visit,fatigue_at_visit,recovery_at_visit,sigma_at_visit,health_at_visit,penetration_at_visit,max_penetration_at_visit,omega_at_visit,attacker_force_at_visit,rigidity_change_from_birth,capacity_change_from_birth,fatigue_change_from_birth,recovery_change_from_birth,rigidity_change_from_previous,capacity_change_from_previous,fatigue_change_from_previous,health_change_from_previous,inside_zone_rows,evolution_state_at_visit,span_source,visit_result,research_only
2026-06-16T22:03:16+00:00,CASE_00001,1,ZONE_CASE_00001_EP_1,RIGID_ZONE,1,35,36,1769904637251,1769904650191,2,27.3,29.26,1.651375,0.0,14.01582,76.622753,59.90021,90.68984,1284.482823,9.722041,-7.7,-1.12,1.651375,0.0,-7.7,-1.12,1.651375,-0.297247,2,LIVE_ACTIVE,force_lull_segments,DAMAGE,True
2026-06-16T22:03:16+00:00,CASE_00003,3,ZONE_CASE_00003_EP_3,RIGID_ZONE,1,41,46,1769904710004,1769904759610,6,27.3,29.26,1.200693,0.0,14.450582,76.703875,41.462504,41.462504,599.157315,15.4632,-7.7,-1.12,1.200693,0.0,-7.7,-1.12,1.200693,-0.216125,2,LIVE_ACTIVE,force_lull_segments,DAMAGE,True
2026-06-16T22:03:16+00:00,CASE_00005,5,ZONE_CASE_00005_EP_5,RIGID_ZONE,1,51,60,1769904814475,1769904949925,10,27.3,29.26,1.088704,0.0,14.922135,76.724033,0.0,67.390584,1023.965616,16.677624,-7.7,-1.12,1.088704,0.0,-7.7,-1.12,1.088704,-0.195967,2,LIVE_ACTIVE,force_lull_segments,DAMAGE,True
2026-06-16T22:03:16+00:00,CASE_00007,7,ZONE_CASE_00007_EP_7,RECOVERED_ZONE,1,31,59,1769904598865,1769904932504,29,76.0,128.0,0.0,0.732673,20.385219,93.792079,107.160092,236.862801,6296.383141,33.522699,16.0,20.0,0.0,0.732673,16.0,20.0,0.0,8.792079,29,LIVE_RECOVERY,force_lull_segments,GROWTH,True
2026-06-16T22:03:16+00:00,CASE_00007,7,ZONE_CASE_00007_EP_7,RECOVERED_ZONE,2,63,67,1769904982057,1769905046762,5,76.0,128.0,0.0,0.891089,20.361915,95.693069,95.183304,150.863183,3113.207205,12.365576,16.0,20.0,0.0,0.891089,0.0,0.0,0.0,1.90099,5,LIVE_RECOVERY,force_lull_segments,GROWTH,True
2026-06-16T22:03:16+00:00,CASE_00007,7,ZONE_CASE_00007_EP_7,RECOVERED_ZONE,3,72,78,1769905140169,1769905237215,7,76.0,128.0,0.0,1.108911,20.430575,98.306931,162.363302,163.159866,3390.381905,13.466957,16.0,20.0,0.0,1.108911,0.0,0.0,0.0,2.613862,7,LIVE_RECOVERY,force_lull_segments,GROWTH,True
2026-06-16T22:03:16+00:00,CASE_00007,7,ZONE_CASE_00007_EP_7,RECOVERED_ZONE,4,85,92,1769905378446,1769905489915,8,76.0,128.0,0.0,1.386139,20.394651,101.633663,83.308101,150.152087,3089.568527,11.8087,16.0,20.0,0.0,1.386139,0.0,0.0,0.0,3.326732,8,LIVE_RECOVERY,force_lull_segments,GROWTH,True
2026-06-16T22:03:16+00:00,CASE_00007,7,ZONE_CASE_00007_EP_7,RECOVERED_ZONE,5,103,107,1769905722054,1769905784536,5,76.0,128.0,0.0,1.683168,20.520402,105.19802,159.518919,222.339547,4617.279136,17.343081,16.0,20.0,0.0,1.683168,0.0,0.0,0.0,3.564357,5,LIVE_RECOVERY,force_lull_segments,GROWTH,True
2026-06-16T22:03:16+00:00,CASE_00007,7,ZONE_CASE_00007_EP_7,RECOVERED_ZONE,6,111,178,1769905849437,1769907267565,68,76.0,128.0,0.0,2.0,20.30942,109.0,47.886151,211.636481,5316.978858,29.546156,16.0,20.0,0.0,2.0,0.0,0.0,0.0,3.80198,37,LIVE_RECOVERY,force_lull_segments,GROWTH,True
2026-06-16T22:03:16+00:00,CASE_00007,7,ZONE_CASE_00007_EP_7,RECOVERED_ZONE,7,184,184,1769907500415,1769907500415,1,76.0,128.0,0.0,2.0,20.386865,109.0,47.870523,47.870523,975.929882,5.190418,16.0,20.0,0.0,2.0,0.0,0.0,0.0,0.0,1,LIVE_RECOVERY,force_lull_segments,GROWTH,True
2026-06-16T22:03:16+00:00,CASE_00007,7,ZONE_CASE_00007_EP_7,RECOVERED_ZONE,8,446,583,1769914362030,1769919766924,138,76.0,128.0,0.0,2.0,20.629671,109.0,92.651979,192.518942,4181.556288,19.503854,16.0,20.0,0.0,2.0,0.0,0.0,0.0,0.0,36,LIVE_RECOVERY,force_lull_segments,GROWTH,True
2026-06-16T22:03:16+00:00,CASE_00007,7,ZONE_CASE_00007_EP_7,RECOVERED_ZONE,9,592,624,1769920243790,1769922121485,33,76.0,128.0,0.0,2.0,20.247166,109.0,0.0,134.511397,2812.565787,12.091801,16.0,20.0,0.0,2.0,0.0,0.0,0.0,0.0,32,LIVE_RECOVERY,force_lull_segments,GROWTH,True
2026-06-16T22:03:16+00:00,CASE_00009,9,ZONE_CASE_00009_EP_9,RIGID_ZONE,1,171,173,1769907107610,1769907126547,3,27.3,29.26,0.382766,0.0,17.014907,76.851102,0.0,22.633536,387.625713,15.60645,-7.7,-1.12,0.382766,0.0,-7.7,-1.12,0.382766,-0.068898,2,LIVE_ACTIVE,force_lull_segments,ABSORPTION,True
2026-06-16T22:03:16+00:00,CASE_00011,11,ZONE_CASE_00011_EP_11,RECOVERED_ZONE,1,104,105,1769905730340,1769905744569,2,76.0,128.0,0.0,0.019417,20.538358,85.23301,66.879587,127.269986,2650.528922,10.921883,16.0,20.0,0.0,0.019417,16.0,20.0,0.0,0.23301,2,LIVE_RECOVERY,force_lull_segments,GROWTH,True
2026-06-16T22:03:16+00:00,CASE_00011,11,ZONE_CASE_00011_EP_11,RECOVERED_ZONE,2,111,145,1769905849437,1769906502052,35,76.0,128.0,0.0,0.796117,20.587006,94.553398,76.489831,224.738833,5396.658306,24.686698,16.0,20.0,0.0,0.796117,0.0,0.0,0.0,9.320388,34,LIVE_RECOVERY,force_lull_segments,GROWTH,True
2026-06-16T22:03:16+00:00,CASE_00011,11,ZONE_CASE_00011_EP_11,RECOVERED_ZONE,3,152,153,1769906684174,1769906715590,2,76.0,128.0,0.0,0.951456,20.502545,96.417476,35.771037,56.872864,1171.415721,5.563119,16.0,20.0,0.0,0.951456,0.0,0.0,0.0,1.864078,2,LIVE_RECOVERY,force_lull_segments,GROWTH,True
2026-06-16T22:03:16+00:00,CASE_00011,11,ZONE_CASE_00011_EP_11,RECOVERED_ZONE,4,160,178,1769906851766,1769907267565,19,76.0,128.0,4.648127,1.436893,20.761548,101.406056,228.863656,240.988637,6039.523222,29.321103,16.0,20.0,4.648127,1.436893,0.0,0.0,4.648127,4.98858,19,LIVE_RECOVERY,force_lull_segments,GROWTH,True
2026-06-16T22:03:16+00:00,CASE_00011,11,ZONE_CASE_00011_EP_11,RECOVERED_ZONE,5,184,188,1769907500415,1769907580585,5,76.0,128.0,2.626368,1.631068,21.003646,104.100069,196.591781,228.879612,4838.418873,18.327784,16.0,20.0,2.626368,1.631068,0.0,0.0,-2.021759,2.694013,5,LIVE_RECOVERY,force_lull_segments,GROWTH,True
2026-06-16T22:03:16+00:00,CASE_00011,11,ZONE_CASE_00011_EP_11,RECOVERED_ZONE,6,192,421,1769907688365,1769913540508,230,76.0,128.0,0.0,2.0,20.583005,109.0,40.122627,174.419463,3712.607755,20.201206,16.0,20.0,0.0,2.0,0.0,0.0,-2.626368,4.899931,57,LIVE_RECOVERY,force_lull_segments,GROWTH,True
2026-06-16T22:03:16+00:00,CASE_00011,11,ZONE_CASE_00011_EP_11,RECOVERED_ZONE,7,428,432,1769913810258,1769913932540,5,76.0,128.0,0.0,2.0,20.822584,109.0,57.568151,57.568151,1200.840373,8.290964,16.0,20.0,0.0,2.0,0.0,0.0,0.0,0.0,4,LIVE_RECOVERY,force_lull_segments,GROWTH,True
2026-06-16T22:03:16+00:00,CASE_00011,11,ZONE_CASE_00011_EP_11,RECOVERED_ZONE,8,439,491,1769914164887,1769915882735,53,76.0,128.0,0.0,2.0,20.509174,109.0,29.731997,239.872696,5854.258648,26.380599,16.0,20.0,0.0,2.0,0.0,0.0,0.0,0.0,53,LIVE_RECOVERY,force_lull_segments,GROWTH,True
2026-06-16T22:03:16+00:00,CASE_00011,11,ZONE_CASE_00011_EP_11,RECOVERED_ZONE,9,495,505,1769916001447,1769916359990,11,76.0,128.0,0.0,2.0,20.457886,109.0,0.0,65.997664,1383.874139,9.608281,16.0,20.0,0.0,2.0,0.0,0.0,0.0,0.0,6,LIVE_RECOVERY,force_lull_segments,GROWTH,True
2026-06-16T22:03:16+00:00,CASE_00011,11,ZONE_CASE_00011_EP_11,RECOVERED_ZONE,10,512,516,1769916691899,1769916809903,5,76.0,128.0,0.0,2.0,20.459753,109.0,0.498015,49.427293,1026.462876,7.274616,16.0,20.0,0.0,2.0,0.0,0.0,0.0,0.0,3,LIVE_RECOVERY,force_lull_segments,GROWTH,True
2026-06-16T22:03:16+00:00,CASE_00011,11,ZONE_CASE_00011_EP_11,RECOVERED_ZONE,11,520,546,1769917036533,1769918229319,27,76.0,128.0,0.0,2.0,20.928666,109.0,128.73212,196.45108,4782.784243,32.705643,16.0,20.0,0.0,2.0,0.0,0.0,0.0,0.0,26,LIVE_RECOVERY,force_lull_segments,GROWTH,True
2026-06-16T22:03:16+00:00,CASE_00011,11,ZONE_CASE_00011_EP_11,RECOVERED_ZONE,12,552,556,1769918527587,1769918689002,5,76.0,128.0,0.0,2.0,20.6204,109.0,51.880623,120.646382,2598.749495,14.033942,16.0,20.0,0.0,2.0,0.0,0.0,0.0,0.0,5,LIVE_RECOVERY,force_lull_segments,GROWTH,True
2026-06-16T22:03:16+00:00,CASE_00011,11,ZONE_CASE_00011_EP_11,RECOVERED_ZONE,13,560,585,1769918850114,1769919843079,26,76.0,128.0,0.0,2.0,20.840938,109.0,186.098164,240.490138,6508.671024,33.622569,16.0,20.0,0.0,2.0,0.0,0.0,0.0,0.0,26,LIVE_RECOVERY,force_lull_segments,GROWTH,True
2026-06-16T22:03:16+00:00,CASE_00011,11,ZONE_CASE_00011_EP_11,RECOVERED_ZONE,14,592,629,1769920243790,1769922295315,38,76.0,128.0,0.0,2.0,20.92037,109.0,117.123045,237.989908,5372.527683,21.805428,16.0,20.0,0.0,2.0,0.0,0.0,0.0,0.0,38,LIVE_RECOVERY,force_lull_segments,GROWTH,True
2026-06-16T22:03:16+00:00,CASE_00011,11,ZONE_CASE_00011_EP_11,RECOVERED_ZONE,15,633,747,1769922456416,1769927694542,115,76.0,128.0,0.0,2.0,20.457886,109.0,0.0,235.99011,5492.92209,28.19002,16.0,20.0,0.0,2.0,0.0,0.0,0.0,0.0,58,LIVE_RECOVERY,force_lull_segments,GROWTH,True
2026-06-16T22:03:16+00:00,CASE_00012,12,ZONE_CASE_00012_EP_12,EXHAUSTED_ZONE,1,118,145,1769905981529,1769906502052,28,21.553211,7.485662,9.929059,0.0,15.980251,19.012769,180.529813,246.88917,4479.655366,22.981199,-8.446789,-1.228624,9.929059,0.0,-8.446789,-1.228624,9.929059,-1.787231,27,LIVE_ACTIVE,force_lull_segments,DAMAGE,True
2026-06-16T22:03:16+00:00,CASE_00012,12,ZONE_CASE_00012_EP_12,EXHAUSTED_ZONE,2,152,153,1769906684174,1769906715590,2,19.050459,7.121625,9.926148,0.0,15.888863,19.013293,139.811442,160.912826,2581.49341,12.6935,-10.949541,-1.592661,9.926148,0.0,-2.502752,-0.364037,-0.002911,0.000524,2,LIVE_ACTIVE,force_lull_segments,ABSORPTION,True
2026-06-16T22:03:16+00:00,CASE_00012,12,ZONE_CASE_00012_EP_12,EXHAUSTED_ZONE,3,160,178,1769906851766,1769907267565,19,11.229358,5.984011,16.90352,0.0,15.894805,17.757366,137.933722,173.949598,2920.641575,18.961373,-18.770642,-2.730275,16.90352,0.0,-7.821101,-1.137614,6.977372,-1.255927,19,LIVE_RUPTURE,force_lull_segments,BREAKDOWN,True
2026-06-16T22:03:16+00:00,CASE_00012,12,ZONE_CASE_00012_EP_12,EXHAUSTED_ZONE,4,184,214,1769907500415,1769908086579,31,0.0,4.345846,4.808022,0.0,15.778028,19.934556,12.568956,232.582045,4190.008096,23.702754,-30.0,-4.36844,4.808022,0.0,-11.229358,-1.638165,-12.095498,2.17719,30,LIVE_RUPTURE,force_lull_segments,BREAKDOWN,True
2026-06-16T22:03:16+00:00,CASE_00012,12,ZONE_CASE_00012_EP_12,EXHAUSTED_ZONE,5,218,281,1769908201108,1769909625420,64,0.0,3.754286,5.52456,0.0,15.766344,19.805579,0.0,224.030248,3650.325117,17.59737,-30.0,-4.96,5.52456,0.0,0.0,-0.59156,0.716538,-0.128977,26,LIVE_RUPTURE,force_lull_segments,BREAKDOWN,True
2026-06-16T22:03:16+00:00,CASE_00012,12,ZONE_CASE_00012_EP_12,EXHAUSTED_ZONE,6,285,397,1769909748053,1769912748596,113,0.0,3.754286,9.375034,0.0,15.766344,19.112494,0.0,236.233195,3955.007171,18.920564,-30.0,-4.96,9.375034,0.0,0.0,0.0,3.850474,-0.693085,30,LIVE_RUPTURE,force_lull_segments,BREAKDOWN,True
2026-06-16T22:03:16+00:00,CASE_00012,12,ZONE_CASE_00012_EP_12,EXHAUSTED_ZONE,7,407,421,1769913097457,1769913540508,15,0.0,3.754286,35.923484,0.0,16.081899,14.333773,144.162827,150.240959,2484.592427,13.277691,-30.0,-4.96,35.923484,0.0,0.0,0.0,26.54845,-4.778721,14,LIVE_RUPTURE,force_lull_segments,BREAKDOWN,True
2026-06-16T22:03:16+00:00,CASE_00012,12,ZONE_CASE_00012_EP_12,EXHAUSTED_ZONE,8,427,432,1769913774607,1769913932540,6,0.0,3.754286,46.54821,0.0,16.48497,12.421322,161.608094,184.022044,3063.850369,16.747855,-30.0,-4.96,46.54821,0.0,0.0,0.0,10.624726,-1.912451,6,LIVE_RUPTURE,force_lull_segments,BREAKDOWN,True
2026-06-16T22:03:16+00:00,CASE_00012,12,ZONE_CASE_00012_EP_12,EXHAUSTED_ZONE,9,439,491,1769914164887,1769915882735,53,0.0,3.754286,30.750412,0.0,15.928316,15.264926,133.772046,247.207007,4490.953333,23.215766,-30.0,-4.96,30.750412,0.0,0.0,0.0,-15.797798,2.843604,53,LIVE_RUPTURE,force_lull_segments,BREAKDOWN,True
2026-06-16T22:03:16+00:00,CASE_00012,12,ZONE_CASE_00012_EP_12,EXHAUSTED_ZONE,10,495,506,1769916001447,1769916419289,12,0.0,3.754286,36.427668,0.0,16.094695,14.24302,145.639278,170.037722,2866.176923,17.217191,-30.0,-4.96,36.427668,0.0,0.0,0.0,5.677256,-1.021906,12,LIVE_RUPTURE,force_lull_segments,BREAKDOWN,True
2026-06-16T22:03:16+00:00,CASE_00012,12,ZONE_CASE_00012_EP_12,EXHAUSTED_ZONE,11,512,516,1769916691899,1769916809903,5,0.0,3.754286,29.342105,0.0,16.041546,15.518421,104.538013,153.467499,2523.052029,14.274035,-30.0,-4.96,29.342105,0.0,0.0,0.0,-7.085563,1.275401,5,LIVE_RUPTURE,force_lull_segments,BREAKDOWN,True
2026-06-16T22:03:16+00:00,CASE_00012,12,ZONE_CASE_00012_EP_12,EXHAUSTED_ZONE,12,520,546,1769917036533,1769918229319,27,0.0,3.754286,54.956885,0.0,16.363861,10.907761,232.77225,244.58237,5118.391161,34.736761,-30.0,-4.96,54.956885,0.0,0.0,0.0,25.61478,-4.61066,27,LIVE_RUPTURE,force_lull_segments,BREAKDOWN,True
2026-06-16T22:03:16+00:00,CASE_00012,12,ZONE_CASE_00012_EP_12,EXHAUSTED_ZONE,13,552,556,1769918527587,1769918689002,5,0.0,3.754286,38.322099,0.0,16.109172,13.902022,155.920802,224.686283,3860.379295,20.793784,-30.0,-4.96,38.322099,0.0,0.0,0.0,-16.634786,2.994261,5,LIVE_RUPTURE,force_lull_segments,BREAKDOWN,True
2026-06-16T22:03:16+00:00,CASE_00012,12,ZONE_CASE_00012_EP_12,EXHAUSTED_ZONE,14,560,585,1769918850114,1769919843079,26,0.0,3.754286,23.714064,0.0,15.903842,16.531468,95.168284,242.717562,4422.041897,23.543477,-30.0,-4.96,23.714064,0.0,0.0,0.0,-14.608035,2.629446,25,LIVE_RUPTURE,force_lull_segments,BREAKDOWN,True
2026-06-16T22:03:16+00:00,CASE_00012,12,ZONE_CASE_00012_EP_12,EXHAUSTED_ZONE,15,590,629,1769920105121,1769922295315,40,0.0,3.754286,53.264043,0.0,16.379336,11.212472,221.162764,240.381462,4002.205426,19.468909,-30.0,-4.96,53.264043,0.0,0.0,0.0,29.549979,-5.318996,40,LIVE_RUPTURE,force_lull_segments,BREAKDOWN,True
2026-06-16T22:03:16+00:00,CASE_00012,12,ZONE_CASE_00012_EP_12,EXHAUSTED_ZONE,16,633,700,1769922456416,1769925326756,68,0.0,3.754286,3.038332,0.0,15.766344,20.2531,0.0,248.139163,4897.500322,30.740421,-30.0,-4.96,3.038332,0.0,0.0,0.0,-50.225711,9.040628,53,LIVE_RUPTURE,force_lull_segments,BREAKDOWN,True
2026-06-16T22:03:16+00:00,CASE_00012,12,ZONE_CASE_00012_EP_12,EXHAUSTED_ZONE,17,705,709,1769925601906,1769925805614,5,0.0,3.754286,11.231691,0.0,15.809575,18.778296,37.967592,54.748879,869.198563,5.307521,-30.0,-4.96,11.231691,0.0,0.0,0.0,8.193359,-1.474804,5,LIVE_RUPTURE,force_lull_segments,BREAKDOWN,True
2026-06-16T22:03:16+00:00,CASE_00012,12,ZONE_CASE_00012_EP_12,EXHAUSTED_ZONE,18,716,731,1769926136358,1769926943391,16,0.0,3.754286,42.359114,0.0,16.136583,13.175359,177.787974,177.787974,2868.890391,14.169735,-30.0,-4.96,42.359114,0.0,0.0,0.0,31.127423,-5.602937,16,LIVE_RUPTURE,force_lull_segments,BREAKDOWN,True
2026-06-16T22:03:16+00:00,CASE_00021,21,ZONE_CASE_00021_EP_21,EXHAUSTED_ZONE,1,346,352,1769911384972,1769911587500,7,27.974257,8.419633,1.12419,0.0,15.146499,20.597646,66.717357,66.717357,1010.534386,6.053519,-2.025743,-0.294653,1.12419,0.0,-2.025743,-0.294653,1.12419,-0.202354,7,LIVE_ACTIVE,force_lull_segments,DAMAGE,True
2026-06-16T22:03:16+00:00,CASE_00021,21,ZONE_CASE_00021_EP_21,EXHAUSTED_ZONE,2,357,421,1769911729860,1769913540508,65,4.678218,5.031118,24.888606,0.0,15.309138,16.320051,134.297341,246.469067,3977.292774,20.188114,-25.321782,-3.683168,24.888606,0.0,-23.296039,-3.388515,23.764416,-4.277595,65,LIVE_RUPTURE,force_lull_segments,BREAKDOWN,True
2026-06-16T22:03:16+00:00,CASE_00021,21,ZONE_CASE_00021_EP_21,EXHAUSTED_ZONE,3,427,432,1769913774607,1769913932540,6,0.964356,4.49092,31.650008,0.0,15.520949,15.102999,116.852105,191.180251,3017.526372,16.557386,-29.035644,-4.223366,31.650008,0.0,-3.713862,-0.540198,6.761402,-1.217052,6,LIVE_RUPTURE,force_lull_segments,BREAKDOWN,True
2026-06-16T22:03:16+00:00,CASE_00021,21,ZONE_CASE_00021_EP_21,EXHAUSTED_ZONE,4,439,516,1769914164887,1769916809903,78,0.0,3.754286,42.769149,0.0,15.462989,13.101553,173.92217,217.227034,3991.321485,27.973143,-30.0,-4.96,42.769149,0.0,-0.964356,-0.736634,11.119141,-2.001446,55,LIVE_RUPTURE,force_lull_segments,BREAKDOWN,True
2026-06-16T22:03:16+00:00,CASE_00021,21,ZONE_CASE_00021_EP_21,EXHAUSTED_ZONE,5,520,546,1769917036533,1769918229319,27,0.0,3.754286,17.142374,0.0,15.14329,17.714373,45.687933,182.429888,3146.972662,27.339641,-30.0,-4.96,17.142374,0.0,0.0,0.0,-25.626775,4.61282,26,LIVE_RUPTURE,force_lull_segments,BREAKDOWN,True
2026-06-16T22:03:16+00:00,CASE_00021,21,ZONE_CASE_00021_EP_21,EXHAUSTED_ZONE,6,552,556,1769918527587,1769918689002,5,0.0,3.754286,31.216932,0.0,15.286113,15.180952,122.539388,122.539388,1881.108755,10.233353,-30.0,-4.96,31.216932,0.0,0.0,0.0,14.074558,-2.533421,5,LIVE_RUPTURE,force_lull_segments,BREAKDOWN,True
2026-06-16T22:03:16+00:00,CASE_00021,21,ZONE_CASE_00021_EP_21,EXHAUSTED_ZONE,7,560,698,1769918850114,1769925251819,139,0.0,3.754286,44.599525,0.0,15.30826,12.772085,201.928276,251.250339,4454.89463,27.468006,-30.0,-4.96,44.599525,0.0,0.0,0.0,13.382593,-2.408867,72,LIVE_RUPTURE,force_lull_segments,BREAKDOWN,True
2026-06-16T22:03:16+00:00,CASE_00021,21,ZONE_CASE_00021_EP_21,EXHAUSTED_ZONE,8,702,709,1769925427010,1769925805614,8,0.0,3.754286,51.259765,0.0,15.290242,11.573242,240.492729,240.492729,3925.108528,20.953573,-30.0,-4.96,51.259765,0.0,0.0,0.0,6.66024,-1.198843,8,LIVE_RUPTURE,force_lull_segments,BREAKDOWN,True
2026-06-16T22:03:16+00:00,CASE_00021,21,ZONE_CASE_00021_EP_21,EXHAUSTED_ZONE,9,715,762,1769926063552,1769928151281,48,0.0,3.754286,39.517304,0.0,15.186085,13.686885,185.389554,251.420846,4006.867375,19.351996,-30.0,-4.96,39.517304,0.0,0.0,0.0,-11.742461,2.113643,48,LIVE_RUPTURE,force_lull_segments,BREAKDOWN,True
2026-06-16T22:03:16+00:00,CASE_00021,21,ZONE_CASE_00021_EP_21,EXHAUSTED_ZONE,10,766,922,1769928336098,1769932876854,157,0.0,3.754286,13.850646,0.0,15.102459,18.306884,41.873711,249.383332,3933.972438,19.222488,-30.0,-4.96,13.850646,0.0,0.0,0.0,-25.666658,4.619999,46,LIVE_RUPTURE,force_lull_segments,BREAKDOWN,True
2026-06-16T22:03:16+00:00,CASE_00021,21,ZONE_CASE_00021_EP_21,EXHAUSTED_ZONE,11,926,968,1769932991331,1769934439415,43,0.0,3.754286,2.724935,0.0,15.033203,20.309512,0.0,141.147404,2169.295998,11.526878,-30.0,-4.96,2.724935,0.0,0.0,0.0,-11.125711,2.002628,24,LIVE_RUPTURE,force_lull_segments,BREAKDOWN,True
2026-06-16T22:03:16+00:00,CASE_00023,23,ZONE_CASE_00023_EP_23,RIGID_ZONE,1,454,458,1769914572467,1769914720765,5,27.3,29.26,2.938282,0.0,16.432573,76.391109,110.662865,110.662865,1818.475608,9.370891,-7.7,-1.12,2.938282,0.0,-7.7,-1.12,2.938282,-0.528891,5,LIVE_ACTIVE,force_lull_segments,DAMAGE,True
2026-06-16T22:03:16+00:00,CASE_00027,27,ZONE_CASE_00027_EP_27,FATIGUE_ZONE,1,407,421,1769913097457,1769913540508,15,66.0,118.0,1.522951,0.39604,11.717165,59.478344,179.172908,185.250973,2320.81271,20.460881,16.0,20.0,1.522951,0.39604,16.0,20.0,1.522951,4.478344,15,LIVE_RECOVERY,force_lull_segments,GROWTH,True
2026-06-16T22:03:16+00:00,CASE_00027,27,ZONE_CASE_00027_EP_27,FATIGUE_ZONE,2,427,432,1769913774607,1769913932540,6,66.0,118.0,7.130674,0.613861,12.343942,61.082815,196.618051,219.03233,2754.041118,23.468596,16.0,20.0,7.130674,0.613861,0.0,0.0,5.607723,1.604471,6,LIVE_RECOVERY,force_lull_segments,GROWTH,True
2026-06-16T22:03:16+00:00,CASE_00027,27,ZONE_CASE_00027_EP_27,FATIGUE_ZONE,3,439,516,1769914164887,1769916809903,78,66.0,118.0,1.027244,2.0,11.6849,78.815096,139.547853,219.328281,2843.469876,24.972503,16.0,20.0,1.027244,2.0,0.0,0.0,-6.10343,17.732281,78,LIVE_RECOVERY,force_lull_segments,GROWTH,True
2026-06-16T22:03:16+00:00,CASE_00027,27,ZONE_CASE_00027_EP_27,FATIGUE_ZONE,4,520,546,1769917036533,1769918229319,27,66.0,118.0,8.750302,2.0,11.792168,77.424946,175.257763,217.000106,3445.616869,38.416572,16.0,20.0,8.750302,2.0,0.0,0.0,7.723058,-1.39015,27,LIVE_RECOVERY,force_lull_segments,GROWTH,True
2026-06-16T22:03:16+00:00,CASE_00027,27,ZONE_CASE_00027_EP_27,FATIGUE_ZONE,5,552,556,1769918527587,1769918689002,5,66.0,118.0,10.395455,2.0,11.753071,77.128818,190.930746,219.047837,2783.710948,22.574603,16.0,20.0,10.395455,2.0,0.0,0.0,1.645153,-0.296128,5,LIVE_RECOVERY,force_lull_segments,GROWTH,True
2026-06-16T22:03:16+00:00,CASE_00027,27,ZONE_CASE_00027_EP_27,FATIGUE_ZONE,6,560,698,1769918850114,1769925251819,139,66.0,118.0,0.0,2.0,11.227939,79.0,10.938658,221.040188,3328.145741,34.88302,16.0,20.0,0.0,2.0,0.0,0.0,-10.395455,1.871182,118,LIVE_RECOVERY,force_lull_segments,GROWTH,True
2026-06-16T22:03:16+00:00,CASE_00027,27,ZONE_CASE_00027_EP_27,FATIGUE_ZONE,7,702,709,1769925427010,1769925805614,8,66.0,118.0,0.0,2.0,11.315329,79.0,72.977549,89.758575,1036.50312,11.026773,16.0,20.0,0.0,2.0,0.0,0.0,0.0,0.0,8,LIVE_RECOVERY,force_lull_segments,GROWTH,True
2026-06-16T22:03:16+00:00,CASE_00027,27,ZONE_CASE_00027_EP_27,FATIGUE_ZONE,8,715,1003,1769926063552,1769935684836,289,66.0,118.0,14.901312,2.0,12.124601,76.317764,161.446434,219.587016,2827.396495,24.079664,16.0,20.0,14.901312,2.0,0.0,0.0,14.901312,-2.682236,71,LIVE_RECOVERY,force_lull_segments,GROWTH,True
2026-06-16T22:03:16+00:00,CASE_00029,29,ZONE_CASE_00029_EP_29,EXHAUSTED_ZONE,1,425,432,1769913662922,1769913932540,8,47.682524,19.520056,2.91898,0.0,18.911983,20.274584,100.378139,122.79217,2351.201501,16.171151,-2.317476,-0.337087,2.91898,0.0,-2.317476,-0.337087,2.91898,-0.525416,8,LIVE_ACTIVE,force_lull_segments,DAMAGE,True
2026-06-16T22:03:16+00:00,CASE_00029,29,ZONE_CASE_00029_EP_29,EXHAUSTED_ZONE,2,439,491,1769914164887,1769915882735,53,28.149515,16.678891,15.847349,0.0,18.320143,17.947477,72.542237,170.593694,3447.916924,21.050077,-21.850485,-3.178252,15.847349,0.0,-19.533009,-2.841165,12.928369,-2.327107,53,LIVE_ACTIVE,force_lull_segments,DAMAGE,True
2026-06-16T22:03:16+00:00,CASE_00029,29,ZONE_CASE_00029_EP_29,EXHAUSTED_ZONE,3,495,506,1769916001447,1769916419289,12,23.183495,15.95656,24.725482,0.0,18.489301,16.349413,84.409386,108.807806,2096.032344,15.002044,-26.816505,-3.900583,24.725482,0.0,-4.96602,-0.722331,8.878133,-1.598064,12,LIVE_ACTIVE,force_lull_segments,BREAKDOWN,True
2026-06-16T22:03:16+00:00,CASE_00029,29,ZONE_CASE_00029_EP_29,EXHAUSTED_ZONE,4,510,516,1769916616440,1769916809903,7,19.872816,15.475007,18.3591,0.0,18.363355,17.495362,43.30769,97.2611,1832.770961,12.767055,-30.127184,-4.382136,18.3591,0.0,-3.310679,-0.481553,-6.366382,1.145949,7,LIVE_ACTIVE,force_lull_segments,BREAKDOWN,True
2026-06-16T22:03:16+00:00,CASE_00029,29,ZONE_CASE_00029_EP_29,EXHAUSTED_ZONE,5,520,546,1769917036533,1769918229319,27,15.9,14.897143,57.549896,0.0,18.902059,10.441019,171.542192,171.542192,4110.79833,34.373419,-34.1,-4.96,57.549896,0.0,-3.972816,-0.577864,39.190796,-7.054343,27,LIVE_ACTIVE,force_lull_segments,BREAKDOWN,True
