case_id,zone_mechanical_state,structural_trajectory,trajectory_confidence,coh_label,pred_label,b12v2_outcome,correct,visit_count,breakdown_visit_count,damage_visit_count,growth_visit_count,health_last_visit,health_slope,omega_total,omega_max,visit_N_result,visit_N_omega,visit_N_health
CASE_00007,RECOVERED_ZONE,STRENGTHENING,HIGH,STRONG,HOLD,HOLD,True,5,0,0,5,105.19802,2.875248,20506.819914,6296.383141,GROWTH,4693.290594,109.0
CASE_00011,RECOVERED_ZONE,STRENGTHENING,HIGH,STRONG,HOLD,HOLD,True,4,0,0,4,101.011647,5.083106,15883.958016,6039.523222,GROWTH,2152.119889,109.0
CASE_00012,EXHAUSTED_ZONE,TERMINAL,HIGH,STRONG,FAIL,FAIL,True,4,2,2,0,19.934556,0.007783,13976.203924,4123.771814,BREAKDOWN,772.610153,18.221187
CASE_00021,EXHAUSTED_ZONE,TERMINAL,HIGH,STRONG,FAIL,FAIL,True,3,2,1,0,15.102999,-2.747324,8005.353532,3977.292774,BREAKDOWN,1218.626544,17.252105
CASE_00027,FATIGUE_ZONE,STRENGTHENING,HIGH,STRONG,HOLD,HOLD,True,3,0,0,3,61.082815,3.041407,5074.863759,2754.041118,GROWTH,2843.469876,77.148381
CASE_00029,EXHAUSTED_ZONE,TERMINAL,MEDIUM,MODERATE,FAIL,FAIL,True,2,1,1,0,17.495362,-2.779222,5799.118425,3447.916924,BREAKDOWN,4100.692596,14.291149
CASE_00032,EXHAUSTED_ZONE,TERMINAL,HIGH,STRONG,FAIL,FAIL,True,3,1,2,0,15.835617,-1.865145,10499.988129,3984.348761,BREAKDOWN,2824.421056,19.074242
CASE_00037,FATIGUE_ZONE,STRENGTHENING,HIGH,STRONG,HOLD,HOLD,True,3,0,0,3,75.941176,9.764705,6089.645296,2714.479084,GROWTH,1679.390786,79.0
CASE_00039,EXHAUSTED_ZONE,TERMINAL,HIGH,STRONG,FAIL,FAIL,True,4,2,2,0,15.626539,-1.719817,12239.727276,3810.151565,BREAKDOWN,3805.716967,14.590441
CASE_00045,EXHAUSTED_ZONE,TERMINAL,HIGH,STRONG,FAIL,FAIL,True,3,1,2,0,15.761667,-2.309403,11626.632215,4351.051884,BREAKDOWN,3668.45003,19.640001
CASE_00058,FATIGUE_ZONE,STRENGTHENING,MEDIUM,MODERATE,HOLD,HOLD,True,2,0,0,2,69.875874,9.690663,5042.151325,2906.693279,GROWTH,1784.999928,79.0
CASE_00063,EXHAUSTED_ZONE,TERMINAL,MEDIUM,MODERATE,FAIL,FAIL,True,2,1,1,0,14.29156,-5.765818,7698.120325,3969.780783,BREAKDOWN,1158.902815,14.51174
CASE_00064,EXHAUSTED_ZONE,TERMINAL,MEDIUM,MODERATE,FAIL,FAIL,True,2,1,1,0,11.7333,-8.526757,10400.515706,5620.172759,BREAKDOWN,4031.619847,18.081709
CASE_00067,EXHAUSTED_ZONE,TERMINAL,HIGH,STRONG,FAIL,FAIL,True,3,1,2,0,18.413208,-1.320293,13275.686132,6101.839787,BREAKDOWN,5024.293771,16.320196
CASE_00069,EXHAUSTED_ZONE,TERMINAL,MEDIUM,MODERATE,FAIL,FAIL,True,2,2,0,0,17.699726,2.269294,10724.083512,5402.386522,BREAKDOWN,5097.757109,17.047076
CASE_00072,RECOVERED_ZONE,STRENGTHENING,HIGH,STRONG,HOLD,HOLD,True,3,0,0,3,104.058824,6.705882,21950.130391,8862.980871,GROWTH,7215.065071,109.0
CASE_00073,RECOVERED_ZONE,STRENGTHENING,HIGH,STRONG,HOLD,HOLD,True,4,0,0,4,109.882353,4.707771,26722.341825,8500.056465,GROWTH,6993.629212,116.0
CASE_00101,FATIGUE_ZONE,STRENGTHENING,HIGH,STRONG,HOLD,HOLD,True,3,0,0,3,76.714286,9.142857,11250.17296,4064.435419,GROWTH,406.79296,79.0
CASE_00106,EXHAUSTED_ZONE,TERMINAL,MEDIUM,MODERATE,FAIL,FAIL,True,2,1,0,0,16.024566,-4.736517,7075.730638,6500.117716,BREAKDOWN,6659.192448,15.402411
CASE_00108,EXHAUSTED_ZONE,TERMINAL,HIGH,STRONG,FAIL,FAIL,True,3,2,1,0,13.957818,-3.193566,17195.108292,7653.032888,BREAKDOWN,6950.374283,19.964185
CASE_00119,EXHAUSTED_ZONE,TERMINAL,HIGH,STRONG,FAIL,FAIL,True,4,3,1,0,13.907661,-1.878196,25046.778099,7410.76551,BREAKDOWN,7268.480466,19.992935
CASE_00120,FATIGUE_ZONE,STRENGTHENING,HIGH,STRONG,HOLD,HOLD,True,5,0,0,5,75.038835,5.196117,19733.856634,6055.388213,GROWTH,3153.220249,79.0
CASE_00128,EXHAUSTED_ZONE,TERMINAL,MEDIUM,MODERATE,FAIL,FAIL,True,2,1,1,0,17.33883,-1.591303,10932.160365,5768.584279,BREAKDOWN,5090.388504,19.144536
CASE_00134,EXHAUSTED_ZONE,TERMINAL,HIGH,STRONG,FAIL,FAIL,True,4,4,0,0,15.337822,-1.193788,19022.565636,5381.469528,BREAKDOWN,3261.407877,16.446615
CASE_00149,EXHAUSTED_ZONE,DEGRADING,HIGH,STRONG,FAIL,FAIL,True,3,0,3,0,18.06356,-1.27432,13893.259162,6461.192015,BREAKDOWN,7039.39589,17.129667
CASE_00150,EXHAUSTED_ZONE,TERMINAL,MEDIUM,MODERATE,FAIL,FAIL,True,2,1,1,0,18.7646,-0.864396,11869.9676,7638.599223,BREAKDOWN,6203.142224,12.07114
CASE_00152,FATIGUE_ZONE,STRENGTHENING,HIGH,STRONG,HOLD,HOLD,True,3,0,0,3,68.069307,5.584158,5883.216269,3142.068583,GROWTH,3352.336145,73.977699
CASE_00154,EXHAUSTED_ZONE,DEGRADING,MEDIUM,MODERATE,FAIL,FAIL,True,2,0,2,0,18.533393,-2.161739,9132.738592,6685.969894,BREAKDOWN,6729.483373,17.041793
CASE_00155,RECOVERED_ZONE,STRENGTHENING,MEDIUM,MODERATE,HOLD,HOLD,True,2,0,0,2,91.235268,5.765908,23159.936407,12929.307796,GROWTH,11407.911661,108.435194
CASE_00183,RECOVERED_ZONE,STRENGTHENING,HIGH,STRONG,HOLD,HOLD,True,5,0,0,5,97.923077,2.945748,31147.402327,9121.46289,GROWTH,12790.382575,108.320803
CASE_00186,FATIGUE_ZONE,STRENGTHENING,HIGH,STRONG,HOLD,HOLD,True,5,0,0,5,76.509434,4.724103,18904.08734,5808.910937,GROWTH,59.274832,79.0
CASE_00198,EXHAUSTED_ZONE,TERMINAL,HIGH,STRONG,FAIL,FAIL,True,5,2,3,0,13.340677,-1.519075,33313.587759,10063.02124,BREAKDOWN,4766.592169,18.634881
CASE_00199,EXHAUSTED_ZONE,TERMINAL,HIGH,STRONG,FAIL,FAIL,True,6,2,3,0,14.90897,-0.674231,35880.292456,7446.442663,BREAKDOWN,4825.312119,18.608192
CASE_00200,FATIGUE_ZONE,STRENGTHENING,HIGH,STRONG,HOLD,HOLD,True,6,0,0,6,77.135922,3.664135,28713.793738,6195.077582,GROWTH,6638.509797,79.0
CASE_00202,FATIGUE_ZONE,STRENGTHENING,HIGH,STRONG,HOLD,HOLD,True,5,0,0,5,72.882353,3.596726,30120.923472,8814.753898,GROWTH,9921.103816,79.0
CASE_00203,FATIGUE_ZONE,STRENGTHENING,HIGH,STRONG,HOLD,HOLD,True,4,0,0,4,70.683168,5.059967,34616.847095,9883.834468,GROWTH,12259.034308,78.070025
CASE_00209,EXHAUSTED_ZONE,TERMINAL,HIGH,STRONG,FAIL,FAIL,True,3,1,2,0,17.585147,-1.24677,16698.917782,6841.015091,BREAKDOWN,6769.694668,18.41973
CASE_00212,EXHAUSTED_ZONE,TERMINAL,HIGH,STRONG,FAIL,FAIL,True,4,2,2,0,18.204091,-1.128398,22636.006348,7009.613333,BREAKDOWN,5209.915337,13.019791
CASE_00215,EXHAUSTED_ZONE,TERMINAL,HIGH,STRONG,FAIL,FAIL,True,6,3,2,0,16.278825,-0.714606,34449.87018,7351.181165,BREAKDOWN,621.622826,19.390542
CASE_00217,EXHAUSTED_ZONE,DEGRADING,HIGH,STRONG,FAIL,FAIL,True,4,0,2,0,16.786252,-1.186562,14171.77074,4979.527146,BREAKDOWN,4874.971455,18.908598
CASE_00218,FATIGUE_ZONE,STRENGTHENING,HIGH,STRONG,HOLD,HOLD,True,5,0,0,5,76.669903,3.961621,23049.929713,5302.051975,GROWTH,630.083247,79.0
CASE_00226,ELASTIC_ZONE,STRENGTHENING,HIGH,STRONG,HOLD,HOLD,True,5,0,0,5,73.839141,4.592849,13879.209211,3317.853759,GROWTH,3153.341082,77.620571
CASE_00229,EXHAUSTED_ZONE,TERMINAL,HIGH,STRONG,FAIL,FAIL,True,4,2,2,0,15.322523,-1.955383,16535.431011,6084.777305,BREAKDOWN,5660.424837,13.683236
CASE_00233,FATIGUE_ZONE,STRENGTHENING,HIGH,STRONG,HOLD,HOLD,True,3,0,0,3,69.555129,1.670746,12103.902058,4452.591712,GROWTH,4466.252128,79.0
CASE_00238,FATIGUE_ZONE,STRENGTHENING,HIGH,STRONG,HOLD,HOLD,True,4,0,0,4,75.006867,5.017515,16307.225401,4511.593987,GROWTH,1424.836807,79.0
CASE_00240,EXHAUSTED_ZONE,DEGRADING,MEDIUM,MODERATE,FAIL,FAIL,True,2,0,1,0,16.506889,-4.256471,6729.179939,6021.833638,BREAKDOWN,6762.215931,18.644463
CASE_00242,RECOVERED_ZONE,STRENGTHENING,HIGH,STRONG,HOLD,HOLD,True,3,0,0,3,108.509647,6.293285,42112.917157,19377.585682,GROWTH,15738.890523,116.0
CASE_00243,RECOVERED_ZONE,STRENGTHENING,HIGH,STRONG,HOLD,HOLD,True,3,0,0,3,107.252336,6.392523,39039.473276,19171.735569,GROWTH,15689.997936,116.0
CASE_00245,EXHAUSTED_ZONE,DEGRADING,HIGH,STRONG,FAIL,FAIL,True,3,0,3,0,18.71211,-0.733892,15181.30936,8209.376225,BREAKDOWN,1893.282396,19.578688
CASE_00246,EXHAUSTED_ZONE,TERMINAL,HIGH,STRONG,FAIL,FAIL,True,3,2,1,0,16.312183,-2.181313,20497.04166,10885.138226,BREAKDOWN,8588.439724,16.86615
CASE_00250,FATIGUE_ZONE,STRENGTHENING,HIGH,STRONG,HOLD,HOLD,True,4,0,0,4,73.230769,5.215384,11000.677907,4679.870859,GROWTH,1857.511213,79.0
CASE_00253,EXHAUSTED_ZONE,DEGRADING,HIGH,STRONG,FAIL,HOLD,False,5,0,4,0,12.445368,-2.33375,36317.622362,8774.203492,RECLAIM,7739.223124,12.787865
CASE_00255,EXHAUSTED_ZONE,DEGRADING,HIGH,STRONG,FAIL,FAIL,True,5,0,5,0,11.635254,-2.026449,23140.864405,5153.081511,BREAKDOWN,5245.978914,15.940633
CASE_00256,EXHAUSTED_ZONE,DEGRADING,HIGH,STRONG,FAIL,FAIL,True,4,0,4,0,14.04887,-2.113968,18230.19463,5434.71693,BREAKDOWN,5279.066538,17.146478
CASE_00257,EXHAUSTED_ZONE,DEGRADING,HIGH,STRONG,FAIL,FAIL,True,6,0,5,0,14.034621,-1.479699,30261.224053,6348.044422,BREAKDOWN,1303.723453,17.598354
CASE_00258,EXHAUSTED_ZONE,DEGRADING,HIGH,STRONG,FAIL,FAIL,True,7,0,6,0,55.113494,-1.044361,36742.661716,6628.095537,BREAKDOWN,1380.276336,57.782187
CASE_00259,EXHAUSTED_ZONE,DEGRADING,HIGH,STRONG,FAIL,FAIL,True,6,0,5,0,55.463768,-1.395132,31704.211,6789.957273,BREAKDOWN,1413.983386,60.371556
CASE_00278,EXHAUSTED_ZONE,TERMINAL,MEDIUM,MODERATE,FAIL,FAIL,True,2,1,1,0,16.937364,-2.54127,17680.816758,9397.544542,BREAKDOWN,1380.117916,19.638937
CASE_00279,FATIGUE_ZONE,STRENGTHENING,MEDIUM,MODERATE,HOLD,HOLD,True,2,0,0,2,72.941748,13.980583,10631.73898,7582.902141,GROWTH,2651.973375,79.0
CASE_00282,FATIGUE_ZONE,STRENGTHENING,HIGH,STRONG,HOLD,HOLD,True,3,0,0,3,72.391035,6.947944,6783.205749,3101.151122,GROWTH,2957.319633,78.527843
CASE_00287,EXHAUSTED_ZONE,TERMINAL,HIGH,STRONG,FAIL,FAIL,True,4,1,2,0,13.792219,-1.351132,46757.797176,14628.463537,BREAKDOWN,5156.606628,17.754727
CASE_00288,FATIGUE_ZONE,STRENGTHENING,HIGH,STRONG,HOLD,HOLD,True,4,0,0,4,72.750433,3.68569,36785.170355,10303.459732,GROWTH,5067.322434,79.0
CASE_00308,ELASTIC_ZONE,STRENGTHENING,MEDIUM,MODERATE,HOLD,HOLD,True,2,0,0,2,105.6,8.64,1298.86577,1298.86577,GROWTH,0.095031,120.96
CASE_00334,EXHAUSTED_ZONE,TERMINAL,MEDIUM,MODERATE,FAIL,FAIL,True,2,2,0,0,12.542822,-1.674739,7235.767255,3698.329837,BREAKDOWN,3598.802858,13.283347
CASE_00336,EXHAUSTED_ZONE,DEGRADING,HIGH,STRONG,FAIL,FAIL,True,3,0,3,0,16.688176,-1.237495,7947.145729,2993.065893,BREAKDOWN,3234.130855,15.118613
CASE_00339,FATIGUE_ZONE,STRENGTHENING,MEDIUM,MODERATE,HOLD,HOLD,True,2,0,0,2,65.222222,2.666666,3640.275084,2239.740725,GROWTH,2395.536518,79.0
CASE_00340,EXHAUSTED_ZONE,TERMINAL,HIGH,STRONG,FAIL,FAIL,True,3,1,2,0,13.728722,-3.068581,8838.687342,3663.017526,BREAKDOWN,2489.144183,7.404339
CASE_00341,FATIGUE_ZONE,STRENGTHENING,HIGH,STRONG,HOLD,HOLD,True,3,0,0,3,71.975633,6.410893,5249.449917,2158.77881,GROWTH,1466.963126,79.0
CASE_00343,FATIGUE_ZONE,STRENGTHENING,HIGH,STRONG,HOLD,HOLD,True,3,0,0,3,69.040986,6.432257,6218.269137,3108.230491,GROWTH,2630.731512,72.463457
CASE_00344,FATIGUE_ZONE,STRENGTHENING,HIGH,STRONG,HOLD,HOLD,True,4,0,0,4,70.363726,4.036355,10372.944676,3701.701039,GROWTH,3569.578887,77.17681
CASE_00361,FATIGUE_ZONE,STRENGTHENING,MEDIUM,MODERATE,HOLD,HOLD,True,2,0,0,2,73.352941,13.411765,7991.614909,4566.040989,GROWTH,3457.335923,79.0
CASE_00362,FATIGUE_ZONE,STRENGTHENING,HIGH,STRONG,HOLD,HOLD,True,3,0,0,3,71.222222,6.673494,10255.609296,4714.102973,GROWTH,3277.927429,79.0
CASE_00363,FATIGUE_ZONE,STRENGTHENING,HIGH,STRONG,HOLD,HOLD,True,3,0,0,3,69.264151,6.679245,6022.344498,3803.507221,GROWTH,3166.514066,78.760208
CASE_00364,FATIGUE_ZONE,STRENGTHENING,MEDIUM,MODERATE,HOLD,HOLD,True,2,0,0,2,68.048544,12.815534,5969.907663,4766.061386,GROWTH,3967.864229,77.491078
CASE_00379,EXHAUSTED_ZONE,TERMINAL,HIGH,STRONG,FAIL,FAIL,True,3,1,2,0,13.004431,-3.130183,8175.437306,3384.752745,BREAKDOWN,3439.814468,15.406142
CASE_00392,RECOVERED_ZONE,STRENGTHENING,HIGH,STRONG,HOLD,HOLD,True,3,0,0,3,104.058824,6.04722,11814.766955,4360.065349,GROWTH,2459.373342,109.0
CASE_00395,FATIGUE_ZONE,STRENGTHENING,HIGH,STRONG,HOLD,HOLD,True,3,0,0,3,72.082043,7.243666,9115.886835,3142.859625,GROWTH,1463.824321,79.0
CASE_00400,EXHAUSTED_ZONE,TERMINAL,HIGH,STRONG,FAIL,FAIL,True,3,1,2,0,19.055553,-0.425938,10824.457334,3660.238826,BREAKDOWN,3545.326649,18.612029
CASE_00421,EXHAUSTED_ZONE,TERMINAL,HIGH,STRONG,FAIL,FAIL,True,7,3,3,0,13.744872,-0.997707,32911.649093,6259.285621,BREAKDOWN,4508.030685,16.379199
CASE_00430,EXHAUSTED_ZONE,DEGRADING,HIGH,STRONG,FAIL,FAIL,True,3,0,1,0,17.93537,-1.432315,12876.761645,5534.541776,BREAKDOWN,5887.153275,19.931257
CASE_00431,FATIGUE_ZONE,STRENGTHENING,HIGH,STRONG,HOLD,HOLD,True,3,0,0,3,78.058824,7.058824,8226.521046,3456.250394,GROWTH,273.677036,79.0
CASE_00456,FATIGUE_ZONE,STRENGTHENING,HIGH,STRONG,HOLD,HOLD,True,4,0,0,4,73.970433,5.566426,12196.275241,3163.1611,GROWTH,1754.902572,79.0
CASE_00457,FATIGUE_ZONE,STRENGTHENING,HIGH,STRONG,HOLD,HOLD,True,3,0,0,3,71.615385,6.461538,4188.316194,1861.56907,GROWTH,1751.737831,79.0
CASE_00459,EXHAUSTED_ZONE,TERMINAL,MEDIUM,MODERATE,FAIL,FAIL,True,2,1,1,0,18.289315,0.356957,7114.835795,3622.407091,BREAKDOWN,3513.143464,16.473501
CASE_00507,RECOVERED_ZONE,STRENGTHENING,MEDIUM,MODERATE,HOLD,HOLD,True,2,0,0,2,106.861386,8.079208,20607.385934,10684.527741,GROWTH,2202.906522,109.0
CASE_00526,EXHAUSTED_ZONE,TERMINAL,MEDIUM,MODERATE,FAIL,FAIL,True,2,2,0,0,12.749463,-2.834279,9524.965079,5056.633011,BREAKDOWN,4134.559433,13.126159
CASE_00532,EXHAUSTED_ZONE,TERMINAL,HIGH,STRONG,FAIL,FAIL,True,4,1,3,0,19.121007,-0.457372,15666.041804,5203.744718,BREAKDOWN,4552.448489,17.503429
CASE_00540,FATIGUE_ZONE,STRENGTHENING,HIGH,STRONG,HOLD,HOLD,True,3,0,0,3,71.997158,7.12715,10319.822548,4092.343855,GROWTH,3726.384665,79.0
CASE_00547,FATIGUE_ZONE,STRENGTHENING,HIGH,STRONG,HOLD,HOLD,True,3,0,0,3,76.669903,9.087378,5161.532833,2446.962967,GROWTH,254.373801,79.0
CASE_00550,EXHAUSTED_ZONE,TERMINAL,HIGH,STRONG,FAIL,FAIL,True,4,4,0,0,19.841392,1.144721,13666.082414,5246.445547,BREAKDOWN,542.985378,18.98153
CASE_00589,FATIGUE_ZONE,STRENGTHENING,HIGH,STRONG,HOLD,HOLD,True,3,0,0,3,74.058824,6.941176,9082.101659,3122.11569,GROWTH,2881.626563,77.790781
CASE_00592,FATIGUE_ZONE,STRENGTHENING,HIGH,STRONG,HOLD,HOLD,True,3,0,0,3,70.111111,6.444444,10107.566945,4089.551963,GROWTH,4046.942282,79.0
CASE_00615,FATIGUE_ZONE,STRENGTHENING,HIGH,STRONG,HOLD,HOLD,True,4,0,0,4,70.683593,4.909059,17288.123425,5639.937579,GROWTH,2974.41923,79.0
CASE_00621,FATIGUE_ZONE,STRENGTHENING,HIGH,STRONG,HOLD,HOLD,True,3,0,0,3,69.134969,6.404908,6777.463294,2647.622886,GROWTH,213.836564,70.754601
CASE_00625,EXHAUSTED_ZONE,DEGRADING,HIGH,STRONG,FAIL,FAIL,True,3,0,2,0,19.452317,-0.52256,12452.673025,5953.549679,BREAKDOWN,4742.141372,12.168364
CASE_00628,FATIGUE_ZONE,STRENGTHENING,MEDIUM,MODERATE,HOLD,HOLD,True,2,0,0,2,73.823529,15.294117,4363.794037,2204.862984,GROWTH,1385.546937,79.0
CASE_00629,FATIGUE_ZONE,STRENGTHENING,MEDIUM,MODERATE,HOLD,HOLD,True,2,0,0,2,69.610992,5.036526,5234.275601,2682.435205,GROWTH,2638.980917,79.0
CASE_00630,RECOVERED_ZONE,STRENGTHENING,MEDIUM,MODERATE,HOLD,HOLD,True,2,0,0,2,99.679612,5.126214,15930.566922,8012.796123,GROWTH,8985.697991,109.0
CASE_00633,EXHAUSTED_ZONE,DEGRADING,MEDIUM,MODERATE,FAIL,FAIL,True,2,0,2,0,18.301102,-1.066898,11271.094946,5827.20489,BREAKDOWN,7774.693854,18.234761
CASE_00634,FATIGUE_ZONE,STRENGTHENING,HIGH,STRONG,HOLD,HOLD,True,3,0,0,3,68.655172,5.896551,13196.077359,7239.40058,GROWTH,2563.560185,79.0
CASE_00636,FATIGUE_ZONE,STRENGTHENING,HIGH,STRONG,HOLD,HOLD,True,3,0,0,3,72.371429,8.342858,6180.66891,2521.339242,GROWTH,2566.639498,77.507359
CASE_00638,EXHAUSTED_ZONE,TERMINAL,HIGH,STRONG,FAIL,FAIL,True,5,1,4,0,19.441063,-0.619907,49919.650154,13426.968621,BREAKDOWN,1689.604849,18.284866
CASE_00639,EXHAUSTED_ZONE,TERMINAL,HIGH,STRONG,FAIL,FAIL,True,3,1,2,0,17.802389,-1.293198,33195.3065,15036.923838,BREAKDOWN,4960.13558,17.161381
CASE_00640,EXHAUSTED_ZONE,TERMINAL,HIGH,STRONG,FAIL,FAIL,True,3,2,1,0,16.929637,-0.744655,37201.781283,12927.212369,BREAKDOWN,7116.263187,16.444693
CASE_00645,FATIGUE_ZONE,STRENGTHENING,HIGH,STRONG,HOLD,HOLD,True,4,0,0,4,75.970874,5.784947,23205.126768,7347.681649,GROWTH,2485.430969,79.0
CASE_00646,EXHAUSTED_ZONE,TERMINAL,HIGH,STRONG,FAIL,FAIL,True,4,2,2,0,14.445992,-1.954384,23946.754757,7587.257121,BREAKDOWN,5286.659108,18.068729
CASE_00648,EXHAUSTED_ZONE,TERMINAL,HIGH,STRONG,FAIL,FAIL,True,3,1,2,0,15.451088,-2.410628,32705.82754,14312.166648,BREAKDOWN,11742.159934,18.333181
CASE_00649,EXHAUSTED_ZONE,TERMINAL,HIGH,STRONG,FAIL,FAIL,True,3,1,1,0,16.966282,-1.916859,30462.970299,15880.478611,BREAKDOWN,15196.837417,17.110754
CASE_00661,EXHAUSTED_ZONE,TERMINAL,HIGH,STRONG,FAIL,FAIL,True,3,1,2,0,14.885751,-2.671899,31354.236816,11296.523977,BREAKDOWN,9384.220619,19.425359
CASE_00662,FATIGUE_ZONE,STRENGTHENING,HIGH,STRONG,HOLD,HOLD,True,3,0,0,3,77.09901,9.980198,25580.055343,11291.333381,GROWTH,1902.476361,79.0
CASE_00663,EXHAUSTED_ZONE,TERMINAL,HIGH,STRONG,FAIL,FAIL,True,3,1,2,0,13.783209,-2.997112,13782.814608,4840.845926,BREAKDOWN,4208.685405,20.135705
CASE_00668,EXHAUSTED_ZONE,DEGRADING,HIGH,STRONG,FAIL,FAIL,True,5,0,3,0,17.957323,-0.544058,27761.046041,7155.106928,BREAKDOWN,2925.274519,18.400663
CASE_00672,FATIGUE_ZONE,STRENGTHENING,HIGH,STRONG,HOLD,HOLD,True,3,0,0,3,70.252336,4.373831,13080.416384,4924.562013,GROWTH,4391.00539,79.0
CASE_00677,EXHAUSTED_ZONE,TERMINAL,MEDIUM,MODERATE,FAIL,FAIL,True,2,1,1,0,18.458794,0.370067,16529.149188,8517.597151,BREAKDOWN,3186.939717,15.216692
CASE_00687,EXHAUSTED_ZONE,DEGRADING,MEDIUM,MODERATE,FAIL,FAIL,True,2,0,2,0,12.457071,-1.491642,12988.130169,6744.675482,BREAKDOWN,6168.385515,13.687692
CASE_00688,FATIGUE_ZONE,STRENGTHENING,MEDIUM,MODERATE,HOLD,HOLD,True,2,0,0,2,68.098798,1.300014,7949.79227,4060.30124,GROWTH,4329.425661,75.809476
CASE_00690,FATIGUE_ZONE,STRENGTHENING,HIGH,STRONG,HOLD,HOLD,True,3,0,0,3,66.887128,4.648322,9820.684003,3618.206011,GROWTH,3304.094985,79.0
CASE_00700,EXHAUSTED_ZONE,TERMINAL,HIGH,STRONG,FAIL,FAIL,True,5,3,1,0,12.848411,-2.379446,24278.198807,6795.120829,BREAKDOWN,7217.190931,12.565856
CASE_00707,FATIGUE_ZONE,STRENGTHENING,HIGH,STRONG,HOLD,HOLD,True,3,0,0,3,71.07767,4.301222,8060.771831,3246.768578,GROWTH,3238.668163,79.0
CASE_00725,EXHAUSTED_ZONE,TERMINAL,MEDIUM,MODERATE,FAIL,FAIL,True,2,1,1,0,16.984789,0.078999,12748.116384,7183.179526,BREAKDOWN,5825.424408,17.843283
CASE_00731,RECOVERED_ZONE,STRENGTHENING,HIGH,STRONG,HOLD,HOLD,True,4,0,0,4,107.09901,5.416643,32202.067616,8969.956864,GROWTH,3099.814117,104.487348
CASE_00732,RECOVERED_ZONE,STRENGTHENING,HIGH,STRONG,HOLD,HOLD,True,4,0,0,4,106.623762,5.537216,28795.561946,8592.252888,GROWTH,7111.949768,107.429165
CASE_00738,EXHAUSTED_ZONE,TERMINAL,HIGH,STRONG,FAIL,FAIL,True,3,1,2,0,16.922673,-1.198492,18281.806031,6258.151186,BREAKDOWN,6592.48022,17.681436
CASE_00752,EXHAUSTED_ZONE,DEGRADING,HIGH,STRONG,FAIL,FAIL,True,3,0,3,0,16.77072,-1.735736,12450.826514,4574.82493,BREAKDOWN,5111.626771,16.839876
CASE_00759,EXHAUSTED_ZONE,TERMINAL,HIGH,STRONG,FAIL,FAIL,True,3,3,0,0,13.810866,-1.555142,8809.845026,3105.14004,BREAKDOWN,3316.375101,14.747663
CASE_00778,FATIGUE_ZONE,STRENGTHENING,MEDIUM,MODERATE,HOLD,HOLD,True,2,0,0,2,63.108847,4.126811,7018.152422,3668.376835,GROWTH,3921.363403,79.0
CASE_00782,EXHAUSTED_ZONE,TERMINAL,MEDIUM,MODERATE,FAIL,FAIL,True,2,1,1,0,13.63364,-6.060163,5322.075721,2764.625684,BREAKDOWN,2894.642706,11.31907
CASE_00783,RECOVERED_ZONE,STRENGTHENING,HIGH,STRONG,HOLD,HOLD,True,3,0,0,3,111.283432,9.28528,10932.642058,3988.96625,GROWTH,3472.304577,116.0
CASE_00792,EXHAUSTED_ZONE,TERMINAL,MEDIUM,MODERATE,FAIL,FAIL,True,2,1,1,0,16.868515,2.533367,13783.978638,7491.705245,BREAKDOWN,1706.167193,19.098233
CASE_00793,EXHAUSTED_ZONE,TERMINAL,MEDIUM,MODERATE,FAIL,FAIL,True,2,2,0,0,15.378948,0.161607,12834.974818,6507.119432,BREAKDOWN,3258.68207,19.9409
CASE_00806,FATIGUE_ZONE,STRENGTHENING,MEDIUM,MODERATE,HOLD,HOLD,True,2,0,0,2,66.076923,3.692308,11384.774139,5844.277053,GROWTH,5109.983621,79.0
CASE_00813,EXHAUSTED_ZONE,TERMINAL,MEDIUM,MODERATE,FAIL,FAIL,True,2,1,1,0,17.084228,-3.616074,14486.047022,7449.501375,BREAKDOWN,7439.806901,12.006887
CASE_00817,EXHAUSTED_ZONE,DEGRADING,MEDIUM,MODERATE,FAIL,FAIL,True,2,0,2,0,17.091595,-2.697192,11874.326239,5958.096003,BREAKDOWN,6041.647634,18.091757
CASE_00818,EXHAUSTED_ZONE,DEGRADING,HIGH,STRONG,FAIL,FAIL,True,3,0,2,0,18.318177,-1.240912,18595.959957,6555.299145,BREAKDOWN,6999.524479,17.731668
CASE_00828,EXHAUSTED_ZONE,TERMINAL,HIGH,STRONG,FAIL,FAIL,True,4,2,2,0,14.448666,-1.646985,17780.522588,5428.235673,BREAKDOWN,5754.861539,18.934805
CASE_00845,EXHAUSTED_ZONE,TERMINAL,MEDIUM,MODERATE,FAIL,FAIL,True,2,2,0,0,17.402534,5.163368,9435.049115,6305.943016,BREAKDOWN,2290.406349,16.762647
CASE_00847,EXHAUSTED_ZONE,TERMINAL,HIGH,STRONG,FAIL,FAIL,True,3,1,2,0,11.716774,-4.092922,23192.293309,7976.0929,BREAKDOWN,8879.615125,12.069637
CASE_00863,EXHAUSTED_ZONE,DEGRADING,MEDIUM,MODERATE,FAIL,FAIL,True,2,0,2,0,19.150636,-1.148467,10000.815619,5841.966244,BREAKDOWN,7135.480752,11.903176
CASE_00865,EXHAUSTED_ZONE,TERMINAL,HIGH,STRONG,FAIL,FAIL,True,3,2,1,0,19.613587,-0.769275,13250.407848,7654.990275,BREAKDOWN,5123.764919,15.145627
