case_id,zone_mechanical_state,structural_trajectory,trajectory_confidence,coh_label,pred_label,b12v2_outcome,correct,visit_count,breakdown_visit_count,damage_visit_count,growth_visit_count,health_last_visit,health_slope,omega_total,omega_max,visit_N_result,visit_N_omega,visit_N_health
CASE_12834,RECOVERED_ZONE,STRENGTHENING,HIGH,STRONG,HOLD,HOLD,True,4,0,0,4,101.458781,4.310277,17961.22648,5455.399209,GROWTH,2820.034609,109.0
CASE_12836,EXHAUSTED_ZONE,TERMINAL,HIGH,STRONG,FAIL,FAIL,True,3,1,2,0,17.256728,-1.731801,8757.35669,3255.444417,BREAKDOWN,3600.405775,13.976163
CASE_12837,EXHAUSTED_ZONE,TERMINAL,HIGH,STRONG,FAIL,FAIL,True,4,2,1,0,16.316038,-1.571276,10234.5223,3758.042671,BREAKDOWN,2064.762241,20.25789
CASE_12844,RIGID_ZONE,STABLE,MEDIUM,MODERATE,HOLD,HOLD,True,2,0,2,0,76.697108,-0.126498,10589.006659,6033.23862,ABSORPTION,414.79939,76.644366
CASE_12851,FATIGUE_ZONE,STRENGTHENING,HIGH,STRONG,HOLD,HOLD,True,3,0,0,3,69.257426,6.29703,3900.772497,2237.873219,GROWTH,2220.334378,76.822339
CASE_12853,EXHAUSTED_ZONE,DEGRADING,MEDIUM,MODERATE,FAIL,HOLD,False,2,0,1,0,27.108516,0.710326,5432.683853,3931.451498,RECLAIM,4112.870631,30.284105
CASE_12857,EXHAUSTED_ZONE,TERMINAL,MEDIUM,MODERATE,FAIL,FAIL,True,2,1,1,0,16.940956,0.191715,11013.471115,5959.536488,BREAKDOWN,2594.129859,17.905292
CASE_12877,ELASTIC_ZONE,STRENGTHENING,MEDIUM,MODERATE,HOLD,HOLD,True,2,0,0,2,69.891947,2.110678,5002.900734,2782.741122,GROWTH,2600.137316,76.016857
CASE_12879,FATIGUE_ZONE,STRENGTHENING,MEDIUM,MODERATE,HOLD,HOLD,True,2,0,0,2,66.481148,2.067812,6276.620809,3378.853036,GROWTH,3390.675615,79.0
CASE_12880,FATIGUE_ZONE,STRENGTHENING,HIGH,STRONG,HOLD,HOLD,True,3,0,0,3,76.084112,7.401869,9032.272381,3184.478428,GROWTH,333.413465,79.0
CASE_12885,EXHAUSTED_ZONE,TERMINAL,HIGH,STRONG,FAIL,FAIL,True,4,3,1,0,13.805707,-1.986075,17188.828722,5922.030586,BREAKDOWN,4620.706869,13.40875
